ダウンロードした時刻：2021/02/03 17:38:32

,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳
2019/1/25,-4.1,8,1,-0.4,8,1,-11.7,8,1,2.0,8,1,27,8,1,6,8,1,,0,1,,0,1
2019/1/26,-6.1,8,1,-2.2,8,1,-12.4,8,1,0.0,8,1,25,8,1,0,8,1,,0,1,,0,1
2019/1/27,-8.0,8,1,-2.9,8,1,-16.4,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2019/1/28,-4.3,8,1,2.1,8,1,-16.4,8,1,0.0,8,1,25,8,1,3,8,1,,0,1,,0,1
2019/1/29,-3.8,8,1,-0.5,8,1,-10.9,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2019/1/30,-5.1,8,1,-0.3,8,1,-15.1,8,1,0.0,8,1,25,8,1,2,8,1,,0,1,,0,1
2019/1/31,-5.3,8,1,1.5,8,1,-14.6,8,1,0.5,8,1,25,8,1,0,8,1,,0,1,,0,1
2019/2/1,-10.4,8,1,-5.5,8,1,-18.0,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2019/2/2,-8.6,8,1,-4.2,8,1,-15.1,8,1,0.0,8,1,24,8,1,1,8,1,,0,1,,0,1
2019/2/3,-5.6,8,1,2.3,8,1,-18.4,8,1,0.0,8,1,24,8,1,1,8,1,,0,1,,0,1
2019/2/4,-1.6,8,1,4.0,8,1,-7.2,8,1,9.0,8,1,25,8,1,2,8,1,,0,1,,0,1
2019/2/5,-6.2,8,1,-2.2,8,1,-11.4,8,1,0.5,8,1,24,8,1,4,8,1,,0,1,,0,1
2019/2/6,-5.4,8,1,-3.2,8,1,-9.4,8,1,0.5,8,1,26,8,1,3,8,1,,0,1,,0,1
2019/2/7,-7.4,8,1,-4.4,8,1,-11.7,8,1,0.0,8,1,23,8,1,2,8,1,,0,1,,0,1
2019/2/8,-13.4,8,1,-9.8,8,1,-22.1,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2019/2/9,-14.1,8,1,-4.3,8,1,-25.4,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2019/2/10,-10.7,8,1,-3.2,8,1,-20.9,8,1,0.0,8,1,25,8,1,2,8,1,,0,1,,0,1
2019/2/11,-10.7,8,1,-3.0,8,1,-21.3,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2019/2/12,-10.2,8,1,-2.9,8,1,-16.8,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2019/2/13,-12.2,8,1,-4.3,8,1,-20.8,8,1,0.0,8,1,24,8,1,1,8,1,,0,1,,0,1
2019/2/14,-8.1,8,1,-3.5,8,1,-17.5,8,1,4.5,8,1,36,8,1,13,8,1,,0,1,,0,1
2019/2/15,-5.4,8,1,0.0,8,1,-17.7,8,1,0.0,8,1,32,8,1,0,8,1,,0,1,,0,1
2019/2/16,-3.2,8,1,0.6,8,1,-6.8,8,1,0.0,8,1,29,8,1,0,8,1,,0,1,,0,1
2019/2/17,-2.3,8,1,0.4,8,1,-7.3,8,1,0.0,8,1,28,8,1,3,8,1,,0,1,,0,1
2019/2/18,-2.0,8,1,2.4,8,1,-9.2,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2019/2/19,-1.5,8,1,3.7,8,1,-11.4,8,1,0.0,8,1,25,8,1,0,8,1,,0,1,,0,1
2019/2/20,1.2,8,1,3.7,8,1,-0.5,8,1,1.0,8,1,26,8,1,3,8,1,,0,1,,0,1
2019/2/21,-0.8,8,1,1.9,8,1,-7.5,8,1,1.5,8,1,25,8,1,2,8,1,,0,1,,0,1
2019/2/22,-1.3,8,1,5.9,8,1,-9.3,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2019/2/23,-3.2,8,1,1.0,8,1,-9.8,8,1,0.0,8,1,24,8,1,2,8,1,,0,1,,0,1
2019/2/24,-0.8,8,1,5.9,8,1,-10.8,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2019/2/25,0.7,8,1,4.1,8,1,-4.4,8,1,0.0,8,1,20,8,1,1,8,1,,0,1,,0,1
2019/2/26,-3.1,8,1,2.2,8,1,-8.3,8,1,0.0,8,1,20,8,1,3,8,1,,0,1,,0,1
2019/2/27,-3.1,8,1,3.4,8,1,-11.9,8,1,0.0,8,1,20,8,1,0,8,1,,0,1,,0,1
2019/2/28,-1.9,8,1,3.4,8,1,-7.9,8,1,0.0,8,1,18,8,1,0,8,1,,0,1,,0,1
2019/3/1,0.0,8,1,5.5,8,1,-6.7,8,1,0.0,8,1,17,8,1,0,8,1,,0,1,,0,1
2019/3/2,-1.3,8,1,1.7,8,1,-7.8,8,1,0.0,8,1,17,8,1,2,8,1,,0,1,,0,1
2019/3/3,-1.3,8,1,3.8,8,1,-10.0,8,1,0.0,8,1,16,8,1,0,8,1,,0,1,,0,1
2019/3/4,0.6,8,1,4.9,5,1,-3.6,5,1,0.0,8,1,13,8,1,0,8,1,,0,1,,0,1
2019/3/5,-0.3,8,1,3.7,8,1,-3.7,8,1,0.0,8,1,8,8,1,0,8,1,,0,1,,0,1
2019/3/6,2.0,8,1,6.0,8,1,-2.4,8,1,0.0,8,1,6,8,1,0,8,1,,0,1,,0,1
2019/3/7,-1.1,8,1,3.2,8,1,-4.7,8,1,0.0,8,1,2,8,1,0,8,1,,0,1,,0,1
2019/3/8,-2.2,8,1,3.3,8,1,-7.3,8,1,0.0,8,1,2,8,1,0,8,1,,0,1,,0,1
2019/3/9,3.0,8,1,9.8,8,1,-5.8,8,1,0.0,8,1,2,8,1,0,8,1,,0,1,,0,1
2019/3/10,2.8,8,1,7.4,8,1,-3.4,8,1,0.0,8,1,2,4,1,0,4,1,,0,1,,0,1
2019/3/11,1.7,8,1,5.4,8,1,-3.9,8,1,0.0,8,1,0,4,1,0,4,1,,0,1,,0,1
2019/3/12,1.8,8,1,4.6,8,1,-0.5,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/13,1.0,8,1,4.5,8,1,-2.4,8,1,3.5,8,1,4,8,1,4,8,1,,0,1,,0,1
2019/3/14,-0.8,8,1,3.7,8,1,-8.2,8,1,0.0,8,1,2,8,1,1,8,1,,0,1,,0,1
2019/3/15,1.0,8,1,5.2,8,1,-3.1,8,1,0.0,8,1,2,8,1,1,8,1,,0,1,,0,1
2019/3/16,1.3,8,1,3.6,8,1,-0.8,8,1,2.5,8,1,4,8,1,4,8,1,,0,1,,0,1
2019/3/17,0.1,8,1,5.4,8,1,-4.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/18,2.2,8,1,9.7,8,1,-6.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/19,5.5,8,1,11.0,8,1,0.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/20,4.9,8,1,8.7,8,1,-2.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/21,5.5,8,1,10.6,8,1,2.9,8,1,6.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/22,1.5,8,1,7.7,8,1,-3.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/23,-3.6,8,1,-0.4,8,1,-8.6,8,1,0.0,8,1,4,8,1,5,8,1,,0,1,,0,1
2019/3/24,-3.4,8,1,0.5,8,1,-9.8,8,1,3.5,8,1,9,8,1,8,8,1,,0,1,,0,1
2019/3/25,1.5,8,1,6.6,8,1,-7.2,8,1,0.0,8,1,5,8,1,0,8,1,,0,1,,0,1
2019/3/26,2.6,8,1,7.8,8,1,-3.6,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/27,1.0,8,1,5.3,8,1,-2.7,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/28,-0.9,8,1,3.9,8,1,-6.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/29,-1.5,8,1,3.4,8,1,-8.7,8,1,0.5,8,1,2,8,1,2,8,1,,0,1,,0,1
2019/3/30,0.3,8,1,6.0,8,1,-7.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/3/31,1.3,8,1,5.7,8,1,-1.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/1,1.0,8,1,6.4,8,1,-5.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/2,0.9,8,1,5.4,8,1,-2.0,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/3,1.0,8,1,6.8,8,1,-4.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/4,1.8,8,1,8.5,8,1,-7.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/5,3.0,8,1,6.1,8,1,0.4,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/6,3.8,8,1,10.2,8,1,1.0,8,1,2.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/7,3.9,8,1,10.5,8,1,-1.3,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/8,4.4,8,1,9.9,8,1,-0.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/9,4.3,8,1,10.6,8,1,-1.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/10,5.0,8,1,12.3,8,1,-4.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/11,4.8,8,1,10.3,8,1,-2.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/12,5.1,8,1,12.6,8,1,-4.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/13,6.5,8,1,14.8,8,1,-2.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/14,7.9,8,1,14.3,8,1,2.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/15,7.4,8,1,12.3,8,1,4.6,8,1,11.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/16,10.0,8,1,17.5,8,1,1.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/17,10.9,8,1,18.5,8,1,5.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/18,9.7,8,1,18.4,8,1,2.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/19,6.4,8,1,11.5,8,1,-2.2,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/20,4.4,8,1,12.6,8,1,-3.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/21,5.4,8,1,11.4,8,1,-4.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/22,9.7,8,1,17.3,8,1,0.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/23,6.5,8,1,13.1,8,1,-3.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/24,11.3,8,1,18.1,8,1,6.2,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/25,8.7,8,1,13.0,8,1,5.4,8,1,2.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/26,5.2,8,1,8.4,8,1,1.4,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/27,3.1,8,1,6.6,8,1,0.4,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/28,6.4,8,1,13.3,8,1,-1.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/29,9.6,8,1,16.7,8,1,-0.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/4/30,10.2,8,1,18.1,8,1,1.6,8,1,5.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/1,9.4,8,1,12.2,8,1,7.5,8,1,2.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/2,9.5,8,1,15.6,8,1,7.1,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/3,12.4,8,1,21.2,8,1,5.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/4,12.9,8,1,21.6,8,1,4.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/5,12.9,8,1,23.0,8,1,3.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/6,10.0,8,1,16.6,8,1,2.3,8,1,10.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/7,10.0,8,1,14.6,8,1,6.0,8,1,15.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/8,7.8,8,1,15.0,8,1,1.5,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/9,12.3,8,1,21.6,8,1,3.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/10,9.7,8,1,16.4,8,1,3.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/11,9.5,8,1,15.7,8,1,5.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/12,9.6,8,1,16.2,8,1,3.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/13,10.0,8,1,18.8,8,1,2.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/14,10.6,8,1,17.8,8,1,1.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/15,11.4,8,1,14.8,8,1,8.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/16,12.6,8,1,19.6,8,1,9.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/17,11.9,8,1,16.2,8,1,9.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/18,13.6,8,1,17.5,8,1,10.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/19,14.3,8,1,19.0,8,1,11.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/20,16.3,8,1,20.8,8,1,12.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/21,12.4,8,1,14.4,8,1,10.9,8,1,36.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/22,14.0,8,1,20.0,8,1,9.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/23,15.1,8,1,21.2,8,1,9.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/24,15.2,8,1,23.2,8,1,7.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/25,15.9,8,1,23.8,8,1,6.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/26,19.2,8,1,27.0,8,1,11.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/27,19.4,8,1,28.5,8,1,10.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/28,16.0,8,1,21.4,8,1,10.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/29,13.0,8,1,19.9,8,1,8.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/30,15.4,8,1,21.3,8,1,7.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/5/31,14.9,8,1,22.2,8,1,11.1,8,1,7.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/1,15.3,8,1,20.6,8,1,10.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/2,15.7,8,1,21.1,5,1,11.0,5,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/3,16.5,8,1,22.8,8,1,9.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/4,13.4,8,1,16.2,8,1,11.3,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/5,15.1,8,1,17.6,8,1,13.2,8,1,14.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/6,15.0,8,1,22.0,8,1,12.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/7,13.5,8,1,17.5,8,1,11.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/8,16.0,8,1,24.0,8,1,10.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/9,14.9,8,1,20.8,8,1,11.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/10,13.7,8,1,17.2,8,1,10.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/11,13.4,8,1,18.2,8,1,8.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/12,15.5,8,1,19.5,8,1,10.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/13,15.3,8,1,19.2,8,1,12.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/14,15.2,8,1,20.1,8,1,12.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/15,16.6,8,1,20.0,8,1,13.6,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/16,15.7,8,1,21.9,8,1,12.4,8,1,9.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/17,12.2,8,1,15.7,8,1,7.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/18,13.2,8,1,18.9,8,1,6.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/19,15.6,8,1,22.2,8,1,8.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/20,15.7,8,1,22.2,5,1,9.9,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/21,14.6,8,1,16.5,8,1,13.3,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/22,16.8,8,1,19.0,4,1,14.6,4,1,55.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/23,16.4,8,1,22.2,5,1,11.8,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/24,14.3,8,1,19.2,8,1,11.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/25,14.9,8,1,19.6,8,1,11.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/26,18.1,8,1,23.9,8,1,13.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/27,18.4,8,1,24.8,8,1,13.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/28,16.2,8,1,19.2,8,1,13.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/29,14.3,8,1,16.2,8,1,12.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/6/30,16.6,8,1,20.4,8,1,14.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/1,15.3,8,1,17.9,8,1,13.5,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/2,16.3,8,1,18.5,8,1,15.1,8,1,5.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/3,18.2,8,1,22.6,5,1,14.9,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/4,17.0,8,1,21.2,8,1,13.0,8,1,4.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/5,15.9,8,1,18.6,8,1,14.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/6,17.4,8,1,22.6,8,1,14.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/7,17.2,8,1,21.2,8,1,13.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/8,16.6,8,1,20.8,8,1,11.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/9,16.3,8,1,21.4,8,1,10.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/10,17.0,8,1,21.5,8,1,12.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/11,16.3,8,1,19.0,8,1,14.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/12,17.1,8,1,19.0,8,1,15.4,8,1,6.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/13,18.4,8,1,21.7,8,1,16.5,8,1,37.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/14,18.4,8,1,24.0,8,1,16.4,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/15,18.9,8,1,23.4,8,1,16.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/16,18.4,8,1,21.8,8,1,16.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/17,18.4,8,1,19.7,8,1,17.3,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/18,18.6,8,1,19.1,8,1,18.2,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/19,19.3,8,1,20.1,8,1,18.2,8,1,13.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/20,20.0,8,1,24.2,8,1,17.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/21,18.6,8,1,22.2,8,1,17.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/22,18.6,8,1,21.4,8,1,16.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/23,17.7,8,1,18.9,8,1,16.1,8,1,2.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/24,19.2,8,1,21.0,8,1,18.0,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/25,21.3,8,1,25.7,8,1,18.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/26,20.0,8,1,20.9,8,1,19.4,8,1,6.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/27,21.7,8,1,25.8,8,1,18.9,8,1,5.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/28,24.3,8,1,29.6,8,1,20.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/29,22.9,8,1,27.3,8,1,19.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/30,25.9,8,1,32.0,8,1,22.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/7/31,25.2,8,1,28.0,8,1,22.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/8/1,25.3,8,1,29.3,8,1,21.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/8/2,25.0,8,1,29.5,8,1,21.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/8/3,25.0,8,1,31.8,8,1,19.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2019/8/4,22.7,8,1,28.6,8,1,19.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
