ダウンロードした時刻：2021/02/03 17:45:41

,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多,博多
2019/8/21,28.8,8,1,32.8,8,1,26.2,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/22,28.5,8,1,33.0,8,1,25.0,8,1,5.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/23,27.4,8,1,32.1,8,1,23.9,8,1,11.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/24,23.8,8,1,29.0,8,1,18.6,8,1,3.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/25,21.9,8,1,24.3,8,1,20.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/26,21.6,8,1,24.2,8,1,18.2,8,1,14.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/27,24.3,8,1,25.8,8,1,23.0,8,1,110.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/28,25.8,8,1,29.6,8,1,23.6,8,1,75.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/29,25.4,8,1,29.6,8,1,23.4,8,1,29.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/30,25.1,8,1,29.4,8,1,22.3,8,1,2.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/8/31,23.7,8,1,28.9,8,1,19.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/1,22.3,8,1,25.3,8,1,19.2,8,1,40.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/2,24.7,8,1,28.5,8,1,22.7,8,1,4.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/3,27.1,8,1,32.7,8,1,22.4,8,1,1.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/4,26.7,8,1,31.6,8,1,23.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/5,27.5,8,1,33.9,8,1,23.7,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/6,29.0,8,1,34.9,8,1,23.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/7,28.7,8,1,31.1,8,1,26.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/8,28.6,8,1,34.0,8,1,24.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/9,29.7,8,1,34.8,8,1,25.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/10,29.1,8,1,33.9,8,1,25.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/11,29.0,8,1,33.6,8,1,26.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/12,27.4,8,1,31.5,8,1,25.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/13,26.8,8,1,31.3,8,1,23.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/14,27.8,8,1,32.5,8,1,24.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/15,27.4,8,1,32.5,8,1,24.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/16,25.7,8,1,29.4,8,1,22.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/17,25.0,8,1,29.8,8,1,20.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/18,24.5,8,1,29.0,8,1,19.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/19,23.3,8,1,28.8,8,1,18.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/20,19.3,8,1,24.5,8,1,17.2,8,1,4.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/21,22.3,8,1,25.7,8,1,18.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/22,25.1,8,1,28.2,8,1,22.5,8,1,34.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/23,20.5,8,1,24.9,8,1,19.0,8,1,20.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/24,21.5,8,1,26.3,8,1,17.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/25,21.1,8,1,28.0,8,1,14.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/26,22.5,8,1,26.0,8,1,17.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/27,25.8,8,1,31.1,8,1,22.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/28,25.9,8,1,31.9,8,1,23.6,8,1,5.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/29,24.9,8,1,27.8,8,1,22.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/9/30,24.7,8,1,28.6,8,1,22.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/1,24.7,8,1,28.2,8,1,22.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/2,26.9,8,1,32.4,8,1,23.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/3,25.8,8,1,28.2,8,1,24.0,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/4,23.7,8,1,28.0,8,1,19.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/5,22.9,8,1,28.2,8,1,17.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/6,21.8,8,1,24.9,8,1,18.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/7,22.7,8,1,28.0,8,1,17.2,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/8,20.6,8,1,23.3,8,1,15.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/9,19.2,8,1,25.5,8,1,14.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/10,19.7,8,1,26.3,8,1,13.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/11,21.5,8,1,26.8,8,1,16.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/12,21.7,8,1,23.2,8,1,19.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/13,19.9,8,1,23.5,8,1,16.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/14,18.5,8,1,24.1,8,1,13.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/15,17.5,8,1,22.9,8,1,13.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/16,16.7,8,1,22.5,8,1,10.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/17,15.9,8,1,19.4,8,1,11.4,8,1,4.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/18,18.6,8,1,20.2,8,1,16.4,8,1,32.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/19,20.5,8,1,24.2,8,1,16.0,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/20,19.0,8,1,23.6,8,1,14.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/21,18.7,8,1,23.7,8,1,15.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/22,19.5,8,1,26.4,8,1,13.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/23,19.4,8,1,23.2,8,1,15.8,8,1,14.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/24,18.0,8,1,19.5,8,1,17.4,8,1,35.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/25,19.4,8,1,23.2,8,1,17.3,8,1,7.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/26,18.8,8,1,23.2,8,1,14.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/27,16.6,8,1,20.9,8,1,13.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/28,15.8,8,1,22.1,8,1,9.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/29,18.0,8,1,22.7,8,1,14.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/30,16.3,8,1,20.9,8,1,12.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/10/31,16.1,8,1,21.9,8,1,10.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/1,16.7,8,1,22.5,8,1,11.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/2,17.0,8,1,23.7,8,1,11.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/3,16.7,8,1,20.3,8,1,13.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/4,15.3,8,1,19.5,8,1,9.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/5,13.1,8,1,19.9,8,1,8.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/6,14.1,8,1,21.2,8,1,7.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/7,14.6,8,1,20.1,8,1,10.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/8,14.9,8,1,21.0,8,1,9.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/9,14.6,8,1,20.5,8,1,9.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/10,14.6,8,1,20.5,8,1,8.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/11,16.2,8,1,20.9,8,1,12.6,8,1,3.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/12,15.5,8,1,20.6,8,1,10.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/13,16.4,8,1,20.4,8,1,10.2,8,1,1.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/14,12.5,8,1,16.9,8,1,6.1,8,1,2.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/15,10.1,8,1,16.4,8,1,4.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/16,12.9,8,1,20.3,8,1,6.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/17,15.1,8,1,21.0,8,1,9.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/18,17.1,8,1,20.9,8,1,13.5,8,1,9.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/19,11.7,8,1,13.6,8,1,9.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/20,10.0,8,1,13.6,8,1,5.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/21,10.3,8,1,16.9,5,1,3.4,5,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/22,12.0,8,1,16.7,8,1,7.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/23,14.4,8,1,21.5,8,1,7.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/24,16.9,8,1,22.0,8,1,12.4,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/25,16.7,8,1,19.9,8,1,14.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/26,13.9,8,1,16.7,8,1,11.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/27,13.4,8,1,15.8,8,1,11.0,8,1,2.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/28,11.2,8,1,14.0,8,1,6.4,8,1,6.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/29,8.9,8,1,14.9,8,1,4.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/11/30,9.9,8,1,16.7,8,1,4.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/1,14.1,8,1,19.8,8,1,9.1,8,1,33.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/2,12.5,8,1,15.7,8,1,10.2,8,1,3.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/3,7.6,8,1,10.4,8,1,5.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/4,9.0,8,1,13.8,5,1,5.0,5,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/5,8.6,8,1,11.8,8,1,6.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/6,7.1,8,1,9.3,8,1,5.4,8,1,1.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/7,7.5,8,1,11.2,8,1,5.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/8,7.6,8,1,12.7,8,1,3.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/9,8.1,8,1,14.7,8,1,1.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/10,10.5,8,1,17.5,8,1,3.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/11,11.4,8,1,16.6,5,1,4.4,5,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/12,9.0,8,1,13.7,8,1,3.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/13,7.2,5,1,14.2,5,1,1.8,5,1,0.0,5,1,,0,1,,0,1,,0,1,,0,1
2019/12/14,10.6,8,1,16.1,8,1,6.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/15,9.4,8,1,14.8,8,1,4.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/16,11.0,8,1,17.5,8,1,3.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/17,15.4,8,1,17.6,8,1,12.3,8,1,6.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/18,14.0,8,1,17.6,8,1,8.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/19,11.3,8,1,14.7,8,1,8.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/20,9.2,8,1,11.6,8,1,6.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/21,8.8,8,1,12.5,8,1,5.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/22,7.5,8,1,10.0,8,1,4.1,8,1,11.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/23,8.1,8,1,14.5,8,1,2.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/24,8.5,8,1,13.5,8,1,4.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/25,8.7,8,1,12.2,8,1,2.2,8,1,7.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/26,11.9,8,1,15.3,8,1,8.6,8,1,12.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/27,7.4,8,1,11.0,8,1,3.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/28,5.8,8,1,10.4,8,1,1.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/29,8.4,8,1,13.9,8,1,3.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/30,14.4,8,1,15.5,8,1,13.1,8,1,5.5,8,1,,0,1,,0,1,,0,1,,0,1
2019/12/31,6.7,8,1,13.4,8,1,2.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/1,4.6,8,1,9.1,8,1,-1.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/2,7.6,8,1,12.4,8,1,3.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/3,8.6,8,1,13.1,8,1,4.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/4,8.2,8,1,13.3,8,1,1.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/5,7.8,8,1,14.0,8,1,2.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/6,9.5,8,1,13.9,8,1,5.0,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/7,16.5,8,1,18.5,8,1,12.9,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/8,12.0,8,1,17.6,8,1,9.3,8,1,25.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/9,10.0,8,1,12.5,8,1,7.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/10,8.5,8,1,13.5,8,1,3.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/11,9.3,8,1,14.0,8,1,4.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/12,9.0,8,1,11.0,8,1,7.9,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/13,7.8,8,1,10.0,8,1,4.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/14,5.7,8,1,7.7,8,1,2.9,8,1,6.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/15,4.7,8,1,8.9,8,1,1.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/16,5.8,8,1,9.2,8,1,2.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/17,7.5,8,1,12.4,8,1,4.1,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/18,7.1,8,1,10.1,8,1,3.6,8,1,9.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/19,7.5,8,1,10.3,8,1,2.3,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/20,9.1,8,1,10.5,8,1,5.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/21,7.0,8,1,12.1,8,1,3.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/22,8.6,8,1,12.7,8,1,4.3,8,1,14.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/23,14.5,8,1,18.3,8,1,11.8,8,1,7.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/24,13.4,8,1,15.6,8,1,10.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/25,10.2,8,1,12.5,8,1,8.0,8,1,14.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/26,10.0,8,1,12.0,8,1,7.8,8,1,3.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/27,8.8,8,1,10.0,8,1,7.7,8,1,30.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/28,10.3,8,1,13.6,8,1,6.6,8,1,6.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/29,9.3,8,1,12.6,8,1,7.0,8,1,3.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/30,7.8,8,1,11.1,8,1,5.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/1/31,6.5,8,1,9.6,8,1,4.6,8,1,3.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/1,7.3,8,1,12.1,8,1,4.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/2,7.7,8,1,12.3,8,1,3.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/3,7.8,8,1,12.4,8,1,4.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/4,7.1,8,1,12.4,8,1,2.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/5,5.7,8,1,9.7,8,1,1.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/6,4.3,8,1,9.1,8,1,-0.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/7,7.2,8,1,10.7,8,1,4.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/8,7.3,8,1,10.6,8,1,3.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/9,6.1,8,1,9.0,8,1,3.1,8,1,4.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/10,7.6,8,1,11.8,8,1,0.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/11,8.5,8,1,14.8,8,1,1.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/12,11.8,8,1,15.4,8,1,8.5,8,1,12.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/13,13.6,8,1,16.9,8,1,9.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/14,12.7,8,1,18.5,8,1,7.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/15,14.2,8,1,20.4,8,1,9.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/16,11.2,8,1,17.8,8,1,6.1,8,1,5.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/17,4.9,8,1,6.3,8,1,2.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/18,4.1,8,1,7.4,8,1,1.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/19,6.3,8,1,12.9,8,1,0.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/20,8.7,8,1,14.4,8,1,4.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/21,11.3,8,1,17.9,8,1,1.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/22,13.0,8,1,15.5,8,1,10.2,8,1,8.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/23,8.6,8,1,11.2,8,1,3.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/24,9.9,8,1,16.9,8,1,3.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/25,14.9,8,1,19.2,8,1,11.7,8,1,4.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/26,12.5,8,1,15.9,8,1,8.1,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/27,8.5,8,1,11.3,8,1,4.8,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/28,6.7,8,1,11.8,8,1,1.7,8,1,9.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/2/29,8.9,8,1,10.7,8,1,6.6,8,1,12.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/1,9.7,8,1,12.4,8,1,5.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/2,10.2,8,1,13.1,8,1,6.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/3,10.4,8,1,16.0,8,1,3.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/4,11.0,8,1,14.1,8,1,6.9,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/5,6.4,8,1,9.8,8,1,2.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/6,6.6,8,1,13.5,8,1,0.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/7,8.9,8,1,11.8,8,1,4.1,8,1,11.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/8,11.6,8,1,15.6,8,1,7.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/9,11.6,8,1,16.6,8,1,4.9,8,1,13.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/10,12.3,8,1,14.7,8,1,11.0,8,1,29.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/11,9.7,8,1,12.7,8,1,5.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/12,9.8,8,1,16.1,8,1,3.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/13,11.3,8,1,15.5,8,1,6.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/14,9.8,8,1,12.4,8,1,4.6,8,1,6.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/15,10.9,8,1,14.6,8,1,4.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/16,8.3,8,1,12.3,8,1,4.5,8,1,0.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/17,10.7,8,1,18.4,8,1,3.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/18,14.0,8,1,19.3,8,1,8.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/19,15.8,8,1,23.5,8,1,10.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/20,11.5,8,1,15.5,8,1,7.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/21,15.4,8,1,22.7,8,1,8.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/22,16.7,8,1,22.0,8,1,12.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/23,13.4,8,1,17.6,8,1,9.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/24,12.6,8,1,18.9,8,1,7.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/25,13.3,8,1,21.5,8,1,4.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/26,15.5,8,1,17.3,8,1,12.5,8,1,12.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/27,17.4,8,1,20.6,8,1,14.8,8,1,33.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/28,12.0,8,1,14.9,8,1,9.6,8,1,9.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/29,11.4,8,1,15.8,8,1,7.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/30,11.8,8,1,14.3,8,1,9.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/3/31,14.7,8,1,18.1,8,1,11.7,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/1,11.6,8,1,14.2,8,1,7.5,8,1,27.5,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/2,12.0,8,1,16.5,8,1,7.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/3,13.2,8,1,19.6,8,1,8.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/4,14.2,8,1,19.8,8,1,7.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/5,10.9,8,1,14.6,8,1,5.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/6,10.7,8,1,17.1,8,1,4.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/7,13.3,8,1,19.1,8,1,7.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/8,13.6,8,1,18.7,8,1,8.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/9,12.8,8,1,17.7,8,1,7.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/10,12.0,8,1,16.1,8,1,8.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,,0,1
2020/4/11,11.5,8,1,17.6,8,1,7.0,8,1,1.5,8,1,,0,1,,0,1,,0,1,,0,1
