ダウンロードした時刻：2021/02/03 17:21:51

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2013/6/25,24.1,8,1,26.3,8,1,22.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,薄曇,8,1
2013/6/26,21.8,8,1,23.7,8,1,19.5,8,1,37.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後一時曇,8,1
2013/6/27,23.0,8,1,27.5,8,1,19.0,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々晴,8,1
2013/6/28,22.4,8,1,25.5,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/6/29,24.0,8,1,28.5,8,1,21.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時晴,8,1
2013/6/30,24.2,8,1,27.8,8,1,22.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇,8,1
2013/7/1,23.8,8,1,26.1,8,1,22.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2013/7/2,24.3,8,1,27.9,8,1,22.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇,8,1
2013/7/3,24.1,8,1,27.4,8,1,22.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇時々雨,8,1
2013/7/4,25.2,8,1,27.3,8,1,23.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2013/7/5,26.8,8,1,28.9,8,1,24.2,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇,8,1
2013/7/6,29.2,8,1,33.7,8,1,26.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇一時晴,8,1
2013/7/7,29.5,8,1,35.4,8,1,25.8,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,晴,8,1
2013/7/8,29.4,8,1,35.3,8,1,25.7,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,晴一時雨、雷を伴う,8,1
2013/7/9,30.1,8,1,35.4,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/7/10,30.2,8,1,35.3,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇一時晴,8,1
2013/7/11,30.3,8,1,34.5,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,薄曇時々晴,8,1
2013/7/12,30.9,8,1,34.9,8,1,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇時々晴,8,1
2013/7/13,30.7,8,1,34.4,8,1,27.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/7/14,29.3,8,1,34.6,8,1,24.8,8,1,36.5,0,8,1,0,1,8,1,0,1,8,1,薄曇後一時大雨、雷を伴う,8,1,曇,8,1
2013/7/15,28.5,8,1,35.1,8,1,22.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,薄曇,8,1
2013/7/16,25.3,8,1,29.1,8,1,21.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇後一時雨,8,1
2013/7/17,24.6,8,1,29.1,8,1,22.1,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2013/7/18,27.7,8,1,31.8,8,1,23.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々雨後晴、雷を伴う,8,1
2013/7/19,25.4,8,1,30.5,8,1,21.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2013/7/20,23.9,8,1,28.3,8,1,21.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時晴,8,1
2013/7/21,24.8,8,1,29.0,8,1,21.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇,8,1
2013/7/22,26.5,8,1,30.4,8,1,23.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2013/7/23,28.0,8,1,35.2,8,1,25.2,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,曇一時雨、雷を伴う,8,1
2013/7/24,25.4,8,1,27.1,8,1,24.3,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇一時雨,8,1
2013/7/25,26.7,8,1,29.3,8,1,24.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/7/26,28.4,8,1,32.3,8,1,25.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2013/7/27,27.6,8,1,33.1,8,1,22.3,8,1,19.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,雨時々曇後晴、雷を伴う,8,1
2013/7/28,27.3,8,1,31.8,8,1,22.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇一時晴,8,1
2013/7/29,26.3,8,1,27.3,8,1,24.9,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,雨後一時曇,8,1,曇,8,1
2013/7/30,27.8,8,1,31.2,8,1,25.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/7/31,27.4,8,1,30.7,8,1,25.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2013/8/1,27.5,8,1,32.8,8,1,24.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇,8,1
2013/8/2,25.6,8,1,29.1,8,1,23.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/8/3,26.7,8,1,30.8,8,1,23.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴後曇,8,1
2013/8/4,27.8,8,1,31.3,8,1,25.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴,8,1
2013/8/5,29.1,8,1,32.2,8,1,26.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後曇,8,1
2013/8/6,28.7,8,1,32.0,8,1,25.4,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,晴時々曇,8,1
2013/8/7,30.0,8,1,34.5,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2013/8/8,30.3,8,1,34.1,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2013/8/9,31.0,8,1,34.5,8,1,27.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/8/10,33.2,8,1,37.4,8,1,29.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時曇,8,1
2013/8/11,32.9,8,1,38.3,8,1,30.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,曇後晴,8,1
2013/8/12,31.3,8,1,35.8,8,1,27.9,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇、雷を伴う,8,1,曇時々雨、雷を伴う,8,1
2013/8/13,30.0,8,1,34.7,8,1,26.2,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,薄曇,8,1
2013/8/14,30.2,8,1,34.3,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2013/8/15,30.0,8,1,34.9,8,1,26.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇後晴,8,1
2013/8/16,29.7,8,1,33.0,8,1,27.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,薄曇一時晴,8,1
2013/8/17,29.6,8,1,32.9,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇後晴,8,1
2013/8/18,29.6,8,1,33.3,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/8/19,30.3,8,1,34.2,8,1,27.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2013/8/20,30.5,8,1,33.9,8,1,28.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2013/8/21,29.1,8,1,33.4,8,1,25.4,8,1,26.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨、雷を伴う,8,1,曇一時雨、雷を伴う,8,1
2013/8/22,28.5,8,1,32.1,8,1,25.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時晴,8,1
2013/8/23,28.2,8,1,30.9,8,1,24.8,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨、雷を伴う,8,1,曇時々雨,8,1
2013/8/24,29.0,8,1,33.5,8,1,24.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2013/8/25,25.5,8,1,28.5,8,1,23.1,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,晴一時曇,8,1
2013/8/26,26.7,8,1,29.6,8,1,23.5,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,大雨時々曇,8,1
2013/8/27,25.4,8,1,30.5,8,1,20.3,8,1,35.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2013/8/28,27.8,8,1,33.2,8,1,23.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2013/8/29,28.3,8,1,32.6,8,1,25.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,薄曇時々晴,8,1
2013/8/30,31.4,8,1,36.8,8,1,27.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇後晴,8,1
2013/8/31,30.8,8,1,35.3,8,1,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/9/1,30.4,8,1,35.7,8,1,26.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇時々晴,8,1
2013/9/2,29.0,8,1,33.1,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴後一時曇,8,1
2013/9/3,29.6,8,1,33.7,8,1,27.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後雨,8,1
2013/9/4,27.9,8,1,30.8,8,1,24.7,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴、雷を伴う,8,1,曇時々雨、雷を伴う,8,1
2013/9/5,27.5,8,1,29.4,8,1,24.8,8,1,24.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,晴後曇,8,1
2013/9/6,26.0,8,1,28.3,8,1,24.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時晴,8,1
2013/9/7,25.9,8,1,29.1,8,1,23.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/9/8,25.2,8,1,28.9,8,1,21.7,8,1,46.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,雨後曇、雷を伴う,8,1
2013/9/9,24.6,8,1,28.7,8,1,21.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時曇,8,1
2013/9/10,24.8,8,1,27.9,8,1,21.4,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇時々雨,8,1
2013/9/11,24.7,8,1,27.7,8,1,22.2,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2013/9/12,27.6,8,1,31.5,8,1,23.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時曇,8,1
2013/9/13,28.2,8,1,32.0,8,1,25.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2013/9/14,28.6,8,1,32.5,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2013/9/15,26.7,8,1,29.4,8,1,23.5,8,1,78.0,0,8,1,0,1,8,1,0,1,8,1,大雨後薄曇、雷を伴う,8,1,曇後一時雨,8,1
2013/9/16,26.5,8,1,29.3,8,1,21.7,8,1,16.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,快晴,8,1
2013/9/17,23.5,8,1,28.6,8,1,19.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/9/18,23.7,8,1,28.7,8,1,19.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/9/19,23.9,8,1,28.8,8,1,19.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/9/20,24.9,8,1,29.3,8,1,20.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2013/9/21,25.6,8,1,29.9,8,1,21.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴後曇,8,1
2013/9/22,25.3,8,1,30.1,8,1,22.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2013/9/23,22.0,8,1,24.3,8,1,19.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨時々曇,8,1
2013/9/24,22.7,8,1,26.4,8,1,17.6,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後大雨,8,1
2013/9/25,23.3,8,1,24.6,8,1,21.7,8,1,38.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇,8,1
2013/9/26,22.1,8,1,24.2,8,1,18.1,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時曇,8,1
2013/9/27,19.8,8,1,24.2,8,1,16.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/9/28,20.3,8,1,25.3,8,1,15.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時晴,8,1
2013/9/29,22.2,8,1,26.2,8,1,19.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2013/9/30,22.2,8,1,26.2,8,1,18.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時雨,8,1
2013/10/1,22.3,8,1,23.9,8,1,19.5,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2013/10/2,23.4,8,1,26.4,8,1,21.0,8,1,35.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,曇時々晴,8,1
2013/10/3,24.5,8,1,28.8,8,1,20.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,雨一時曇,8,1
2013/10/4,18.3,8,1,20.5,8,1,16.8,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨,8,1
2013/10/5,17.8,8,1,19.3,8,1,15.2,8,1,30.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後一時曇,8,1
2013/10/6,21.4,8,1,24.3,8,1,18.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時霧雨,8,1
2013/10/7,23.6,8,1,27.1,8,1,20.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時曇,8,1
2013/10/8,25.4,8,1,29.6,8,1,22.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2013/10/9,26.1,8,1,28.8,8,1,24.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴,8,1
2013/10/10,25.0,8,1,28.4,8,1,22.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇後時々雨,8,1
2013/10/11,25.7,8,1,30.2,8,1,22.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2013/10/12,26.1,8,1,31.3,8,1,19.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2013/10/13,21.6,8,1,26.3,8,1,18.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/10/14,20.8,8,1,25.6,8,1,16.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時晴,8,1
2013/10/15,18.2,8,1,21.3,8,1,16.9,8,1,69.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨,8,1
2013/10/16,20.1,8,1,26.0,8,1,16.2,8,1,176.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇,8,1
2013/10/17,18.0,8,1,21.0,8,1,15.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2013/10/18,17.2,8,1,20.1,8,1,15.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時雨,8,1
2013/10/19,16.2,8,1,18.8,8,1,14.4,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2013/10/20,15.2,8,1,16.2,8,1,14.1,8,1,61.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨後晴,8,1
2013/10/21,18.4,8,1,21.7,8,1,15.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2013/10/22,18.6,8,1,20.5,8,1,16.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/10/23,17.5,8,1,20.1,8,1,16.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/10/24,16.0,8,1,17.5,8,1,15.1,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2013/10/25,18.0,8,1,20.4,8,1,15.7,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨,8,1
2013/10/26,15.4,8,1,17.9,8,1,13.5,8,1,36.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇後晴,8,1
2013/10/27,16.6,8,1,21.1,8,1,12.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴一時曇,8,1
2013/10/28,16.1,8,1,20.3,8,1,12.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇一時晴,8,1
2013/10/29,14.7,8,1,16.0,8,1,13.2,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇時々雨,8,1
2013/10/30,18.0,8,1,22.1,8,1,14.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴一時曇,8,1
2013/10/31,17.8,8,1,21.5,8,1,13.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴一時曇,8,1
2013/11/1,17.2,8,1,20.5,8,1,14.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2013/11/2,15.4,8,1,17.0,8,1,13.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇,8,1
2013/11/3,17.4,8,1,21.0,8,1,15.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2013/11/4,16.6,8,1,18.4,8,1,15.0,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴,8,1
2013/11/5,16.0,8,1,19.7,8,1,13.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/11/6,16.0,8,1,20.7,8,1,11.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇後一時雨,8,1
2013/11/7,15.0,8,1,17.8,8,1,12.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,快晴,8,1
2013/11/8,16.5,8,1,21.5,8,1,12.3,8,1,0,1,8,1,0,1,8,1,0,1,5,1,晴,8,1,晴一時曇,8,1
2013/11/9,13.3,8,1,15.1,8,1,11.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2013/11/10,16.6,8,1,21.4,8,1,11.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2013/11/11,12.5,8,1,16.8,8,1,8.3,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴一時雨,8,1,晴後曇,8,1
2013/11/12,9.6,8,1,12.5,8,1,7.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2013/11/13,9.8,8,1,14.1,8,1,6.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴一時曇,8,1
2013/11/14,10.8,8,1,14.5,8,1,6.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2013/11/15,11.3,8,1,12.7,8,1,10.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,薄曇後晴,8,1
2013/11/16,12.9,8,1,17.4,8,1,8.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2013/11/17,14.1,8,1,19.2,8,1,9.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2013/11/18,14.4,8,1,20.1,8,1,9.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2013/11/19,12.7,8,1,17.4,8,1,8.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2013/11/20,12.2,8,1,17.2,8,1,7.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/11/21,12.0,8,1,16.3,8,1,7.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/11/22,12.4,8,1,17.6,8,1,7.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/11/23,12.6,8,1,15.7,8,1,9.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々晴,8,1
2013/11/24,12.6,8,1,17.4,8,1,7.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後曇,8,1
2013/11/25,14.5,8,1,19.4,8,1,9.9,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨一時曇後晴,8,1
2013/11/26,15.1,8,1,19.1,8,1,11.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2013/11/27,12.9,8,1,16.0,8,1,9.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々晴,8,1
2013/11/28,14.0,8,1,18.0,8,1,8.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時薄曇,8,1
2013/11/29,9.8,8,1,14.1,8,1,5.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/11/30,10.2,8,1,14.1,8,1,6.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2013/12/1,10.4,8,1,15.0,8,1,5.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2013/12/2,10.8,8,1,15.3,8,1,6.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/12/3,11.7,8,1,16.3,8,1,7.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴時々曇,8,1
2013/12/4,11.5,8,1,14.5,8,1,8.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時曇,8,1
2013/12/5,11.6,8,1,16.3,8,1,7.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時薄曇,8,1
2013/12/6,12.5,8,1,17.6,8,1,7.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,晴,8,1
2013/12/7,11.1,8,1,14.6,8,1,8.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2013/12/8,8.8,8,1,11.2,8,1,6.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2013/12/9,8.2,8,1,11.0,8,1,4.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2013/12/10,9.5,8,1,14.1,8,1,5.1,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨、雷を伴う,8,1,快晴,8,1
2013/12/11,10.1,8,1,12.8,8,1,7.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,快晴,8,1
2013/12/12,9.9,8,1,13.2,8,1,7.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2013/12/13,9.7,8,1,14.9,8,1,4.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2013/12/14,7.6,8,1,11.2,8,1,4.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2013/12/15,7.2,8,1,11.4,8,1,2.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2013/12/16,8.2,8,1,11.9,8,1,5.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2013/12/17,9.2,8,1,12.0,8,1,7.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2013/12/18,6.6,8,1,8.8,8,1,3.6,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2013/12/19,6.3,8,1,7.6,8,1,3.7,8,1,26.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2013/12/20,6.1,8,1,9.4,8,1,3.3,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時みぞれ、ひょうを伴う,8,1,快晴,8,1
2013/12/21,6.8,8,1,11.0,8,1,2.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2013/12/22,7.6,8,1,11.4,8,1,5.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
