ダウンロードした時刻：2021/02/03 17:47:35

,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都
2016/1/27,6.1,8,1,11.9,8,1,1.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴,8,1
2016/1/28,6.5,8,1,12.0,8,1,0.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨一時曇,8,1
2016/1/29,7.3,8,1,8.3,8,1,6.3,8,1,49.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,　雨後時々曇,8,1
2016/1/30,7.7,8,1,10.3,8,1,5.9,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/1/31,7.7,8,1,12.3,8,1,5.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇,8,1
2016/2/1,6.1,8,1,8.1,8,1,4.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2016/2/2,5.1,8,1,10.3,8,1,2.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2016/2/3,4.0,8,1,8.2,8,1,0.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨、あられを伴う,8,1,晴後一時曇,8,1
2016/2/4,4.8,8,1,11.0,8,1,-0.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後晴,8,1
2016/2/5,6.2,8,1,12.0,8,1,1.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴一時薄曇,8,1
2016/2/6,5.4,8,1,10.8,8,1,1.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,晴後時々曇,8,1
2016/2/7,3.6,8,1,8.0,8,1,0.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々みぞれ後晴、あられを伴う,8,1,快晴,8,1
2016/2/8,4.3,8,1,11.2,8,1,-2.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴時々曇,8,1
2016/2/9,5.1,8,1,10.3,8,1,2.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨,8,1,晴時々雨,8,1
2016/2/10,4.6,8,1,9.2,8,1,2.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨一時雪,8,1,晴,8,1
2016/2/11,5.7,8,1,12.9,8,1,0.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2016/2/12,9.0,8,1,14.7,8,1,2.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇時々雨,8,1
2016/2/13,12.6,8,1,16.3,8,1,9.9,8,1,40.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨,8,1
2016/2/14,14.9,8,1,21.8,8,1,10.4,8,1,26.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々雨,8,1
2016/2/15,6.0,8,1,10.4,8,1,2.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時雨、みぞれを伴う,8,1
2016/2/16,4.2,8,1,8.6,8,1,0.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴後曇,8,1
2016/2/17,4.7,8,1,8.6,8,1,1.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/2/18,5.3,8,1,12.1,8,1,-0.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2016/2/19,8.5,8,1,15.4,8,1,1.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇一時晴,8,1
2016/2/20,8.5,8,1,10.0,8,1,7.7,8,1,27.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2016/2/21,6.7,8,1,10.2,8,1,3.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,晴後曇,8,1
2016/2/22,6.0,8,1,9.4,8,1,2.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/2/23,8.0,8,1,11.6,8,1,4.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇一時晴,8,1
2016/2/24,4.6,8,1,7.9,8,1,1.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨後一時雪,8,1,晴,8,1
2016/2/25,4.3,8,1,10.5,8,1,-0.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/2/26,4.7,8,1,10.1,8,1,0.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴,8,1
2016/2/27,7.4,8,1,14.4,8,1,0.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇後晴,8,1
2016/2/28,9.8,8,1,16.5,8,1,3.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々晴,8,1
2016/2/29,6.5,8,1,10.0,8,1,0.0,8,1,3.0,0,8,1,2,0,8,1,2,0,8,1,雨一時曇,8,1,晴時々雪,8,1
2016/3/1,1.8,8,1,5.7,8,1,-0.5,8,1,0.0,0,8,1,2,0,8,1,1,0,8,1,晴時々雪,8,1,晴,8,1
2016/3/2,4.6,8,1,10.5,8,1,-0.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,快晴,8,1
2016/3/3,8.0,8,1,15.8,8,1,1.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/3/4,11.8,8,1,19.7,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後時々雨,8,1
2016/3/5,14.9,8,1,21.4,8,1,11.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴一時曇,8,1
2016/3/6,16.2,8,1,21.7,8,1,10.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/3/7,16.5,8,1,20.9,8,1,13.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴,8,1
2016/3/8,13.7,8,1,19.0,8,1,10.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2016/3/9,8.9,8,1,12.4,8,1,6.7,8,1,28.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2016/3/10,7.1,8,1,10.1,8,1,5.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇後一時晴,8,1
2016/3/11,6.2,8,1,11.6,8,1,2.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2016/3/12,5.8,8,1,12.2,8,1,1.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2016/3/13,7.9,8,1,14.7,8,1,1.9,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨,8,1
2016/3/14,6.7,8,1,8.2,8,1,5.2,8,1,16.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨一時晴,8,1
2016/3/15,6.9,8,1,11.3,8,1,3.2,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後一時薄曇,8,1
2016/3/16,7.7,8,1,14.7,8,1,1.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後晴,8,1
2016/3/17,12.3,8,1,20.9,8,1,4.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇,8,1
2016/3/18,13.4,8,1,19.6,8,1,7.0,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後時々雨,8,1,雨,8,1
2016/3/19,14.2,8,1,18.8,8,1,10.7,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2016/3/20,10.4,8,1,14.3,8,1,8.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時雨,8,1
2016/3/21,8.9,8,1,13.8,8,1,5.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/3/22,9.8,8,1,18.1,8,1,2.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴時々薄曇,8,1
2016/3/23,11.2,8,1,19.1,8,1,6.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2016/3/24,8.5,8,1,12.1,8,1,5.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後晴,8,1
2016/3/25,6.4,8,1,11.5,8,1,3.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時薄曇,8,1
2016/3/26,7.0,8,1,14.0,8,1,1.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時薄曇,8,1
2016/3/27,9.3,8,1,17.2,8,1,2.6,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇一時雨,8,1,曇時々晴一時雨,8,1
2016/3/28,9.7,8,1,14.7,8,1,6.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨、あられを伴う,8,1,快晴,8,1
2016/3/29,11.4,8,1,18.1,8,1,4.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇後一時晴,8,1
2016/3/30,14.0,8,1,20.3,8,1,8.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴時々薄曇,8,1
2016/3/31,15.6,8,1,22.3,8,1,8.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後時々雨,8,1
2016/4/1,14.4,8,1,15.6,8,1,12.8,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨後時々晴,8,1
2016/4/2,16.2,8,1,21.0,8,1,11.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2016/4/3,17.2,8,1,20.1,8,1,14.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2016/4/4,15.3,8,1,19.1,8,1,12.5,8,1,15.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇,8,1
2016/4/5,14.1,8,1,19.3,8,1,10.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴,8,1
2016/4/6,16.0,8,1,23.2,8,1,8.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2016/4/7,15.5,8,1,21.1,8,1,13.1,8,1,85.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇一時雨,8,1
2016/4/8,16.0,8,1,20.6,8,1,12.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇一時晴,8,1
2016/4/9,17.1,8,1,24.7,8,1,10.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2016/4/10,17.1,8,1,22.2,8,1,12.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/4/11,10.6,8,1,14.6,8,1,5.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2016/4/12,11.6,8,1,19.6,8,1,3.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2016/4/13,16.1,8,1,22.0,8,1,14.0,8,1,22.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨後一時曇,8,1
2016/4/14,18.3,8,1,24.8,8,1,14.3,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時曇,8,1
2016/4/15,14.3,8,1,19.5,8,1,8.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/4/16,16.4,8,1,26.3,8,1,6.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇後時々雨,8,1
2016/4/17,19.7,8,1,27.4,8,1,15.2,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,雨後晴,8,1,晴後時々曇,8,1
2016/4/18,15.4,8,1,19.4,8,1,12.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,薄曇後晴,8,1
2016/4/19,14.2,8,1,21.5,8,1,8.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/4/20,15.8,8,1,24.3,8,1,7.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2016/4/21,15.6,8,1,16.7,8,1,14.5,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後曇,8,1
2016/4/22,18.4,8,1,23.0,8,1,15.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,薄曇一時晴,8,1
2016/4/23,19.0,8,1,27.1,8,1,12.9,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨後曇,8,1
2016/4/24,17.5,8,1,24.0,8,1,13.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2016/4/25,18.6,8,1,24.5,8,1,12.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2016/4/26,21.2,8,1,28.6,8,1,14.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇,8,1
2016/4/27,18.1,8,1,20.9,8,1,16.4,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨時々曇,8,1
2016/4/28,16.0,8,1,18.2,8,1,12.9,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,曇一時雨,8,1
2016/4/29,12.2,8,1,15.3,8,1,8.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,快晴,8,1
2016/4/30,14.8,8,1,23.1,8,1,6.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/5/1,18.7,8,1,27.8,8,1,11.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,晴,8,1
2016/5/2,21.4,8,1,30.9,8,1,13.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇時々晴,8,1
2016/5/3,20.5,8,1,25.3,8,1,16.3,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨後曇一時晴,8,1
2016/5/4,20.3,8,1,25.5,8,1,15.7,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/5/5,20.6,8,1,26.2,8,1,15.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇,8,1
2016/5/6,16.6,8,1,20.7,8,1,14.8,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇一時雨,8,1
2016/5/7,18.4,8,1,23.9,8,1,15.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後一時晴,8,1
2016/5/8,18.9,8,1,26.9,8,1,11.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇後一時雨,8,1
2016/5/9,17.2,8,1,18.6,8,1,15.9,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後時々曇,8,1
2016/5/10,18.3,8,1,20.4,8,1,15.8,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨後時々曇,8,1
2016/5/11,18.6,8,1,22.3,8,1,13.9,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴,8,1
2016/5/12,19.8,8,1,27.2,8,1,13.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/5/13,21.3,8,1,28.9,8,1,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,晴時々薄曇,8,1
2016/5/14,22.0,8,1,28.1,8,1,15.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴時々薄曇,8,1
2016/5/15,22.4,8,1,28.2,8,1,18.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2016/5/16,20.2,8,1,26.1,8,1,13.8,8,1,50.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨後時々曇,8,1
2016/5/17,17.1,8,1,23.7,8,1,11.7,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇時々晴,8,1
2016/5/18,20.2,8,1,29.6,8,1,10.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/5/19,22.5,8,1,29.3,8,1,15.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇,8,1
2016/5/20,22.8,8,1,29.3,8,1,18.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2016/5/21,22.4,8,1,30.7,8,1,16.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2016/5/22,23.2,8,1,30.5,8,1,15.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2016/5/23,24.9,8,1,33.1,8,1,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴,8,1
2016/5/24,25.0,8,1,32.4,8,1,18.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後時々雨,8,1
2016/5/25,23.1,8,1,25.8,8,1,19.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2016/5/26,24.7,8,1,30.4,8,1,21.9,8,1,12.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨後時々曇,8,1
2016/5/27,23.2,8,1,28.8,8,1,19.0,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴後曇,8,1
2016/5/28,20.7,8,1,23.6,8,1,18.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴,8,1
2016/5/29,21.0,8,1,28.6,8,1,16.3,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,晴後雨時々曇,8,1,雨,8,1
2016/5/30,20.8,8,1,23.8,8,1,17.7,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後一時晴,8,1
2016/5/31,24.4,8,1,30.6,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇,8,1
2016/6/1,20.6,8,1,25.2,8,1,17.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,晴時々曇,8,1
2016/6/2,19.4,8,1,24.3,8,1,15.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2016/6/3,20.6,8,1,28.6,8,1,12.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々薄曇,8,1
2016/6/4,21.1,8,1,26.5,8,1,16.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨,8,1
2016/6/5,19.9,8,1,24.9,8,1,16.5,8,1,13.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,晴後一時薄曇,8,1
2016/6/6,22.6,8,1,28.9,8,1,16.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/6/7,20.8,8,1,21.9,8,1,19.3,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇一時雨,8,1
2016/6/8,23.5,8,1,28.8,8,1,19.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/6/9,23.6,8,1,27.8,8,1,21.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,晴時々曇,8,1
2016/6/10,25.3,8,1,32.4,8,1,19.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2016/6/11,25.9,8,1,30.7,8,1,21.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2016/6/12,24.2,8,1,28.1,8,1,21.1,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨,8,1
2016/6/13,22.5,8,1,26.1,8,1,20.3,8,1,27.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後一時雨,8,1
2016/6/14,24.5,8,1,30.3,8,1,20.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後一時晴,8,1,曇一時晴,8,1
2016/6/15,25.7,8,1,30.5,8,1,21.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2016/6/16,22.7,8,1,24.7,8,1,20.6,8,1,31.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後時々曇,8,1
2016/6/17,23.9,8,1,28.5,8,1,20.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,晴一時曇,8,1
2016/6/18,25.8,8,1,33.5,8,1,18.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時晴後一時雨,8,1
2016/6/19,21.8,8,1,23.5,8,1,20.5,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,曇,8,1
2016/6/20,25.7,8,1,31.0,8,1,21.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2016/6/21,25.4,8,1,30.6,8,1,21.5,8,1,29.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後時々晴,8,1,曇時々雨,8,1
