ダウンロードした時刻：2021/02/03 17:37:43

,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳
2013/1/25,-1.9,8,1,2.2,8,1,-12.5,8,1,6.0,8,1,30,8,1,5,8,1,,0,1,,0,1
2013/1/26,-9.2,8,1,-3.4,8,1,-17.2,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2013/1/27,-3.9,8,1,-1.2,8,1,-6.6,8,1,0.0,8,1,29,8,1,1,8,1,,0,1,,0,1
2013/1/28,-8.3,8,1,-2.6,8,1,-13.8,8,1,0.0,8,1,29,8,1,0,8,1,,0,1,,0,1
2013/1/29,-7.6,8,1,-2.0,8,1,-15.7,8,1,0.0,8,1,31,8,1,2,8,1,,0,1,,0,1
2013/1/30,-5.5,8,1,-0.3,8,1,-12.8,8,1,0.0,8,1,33,8,1,2,8,1,,0,1,,0,1
2013/1/31,-3.3,8,1,2.3,8,1,-9.9,8,1,0.0,8,1,30,8,1,0,8,1,,0,1,,0,1
2013/2/1,-2.2,8,1,2.9,8,1,-12.6,8,1,0.0,8,1,29,8,1,0,8,1,,0,1,,0,1
2013/2/2,1.0,8,1,5.8,8,1,-6.6,8,1,5.5,8,1,27,8,1,0,8,1,,0,1,,0,1
2013/2/3,-6.2,8,1,-3.8,8,1,-9.1,8,1,0.0,8,1,21,8,1,3,8,1,,0,1,,0,1
2013/2/4,-3.9,8,1,-0.6,8,1,-7.2,8,1,0.0,8,1,23,8,1,2,8,1,,0,1,,0,1
2013/2/5,-6.1,8,1,-3.0,8,1,-12.3,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2013/2/6,-8.8,8,1,-2.8,8,1,-14.9,8,1,0.0,8,1,22,8,1,0,8,1,,0,1,,0,1
2013/2/7,-5.0,8,1,0.3,8,1,-14.6,8,1,0.5,8,1,33,8,1,11,8,1,,0,1,,0,1
2013/2/8,-2.9,8,1,0.4,8,1,-6.1,8,1,0.5,8,1,39,8,1,12,8,1,,0,1,,0,1
2013/2/9,-7.0,8,1,-1.4,8,1,-16.2,8,1,0.5,8,1,40,8,1,2,8,1,,0,1,,0,1
2013/2/10,-9.1,8,1,-2.1,8,1,-19.2,8,1,0.0,8,1,37,8,1,0,8,1,,0,1,,0,1
2013/2/11,-7.8,8,1,-1.0,8,1,-17.4,8,1,0.0,8,1,37,8,1,2,8,1,,0,1,,0,1
2013/2/12,-8.2,8,1,-1.5,8,1,-15.7,8,1,0.0,8,1,36,8,1,0,8,1,,0,1,,0,1
2013/2/13,-6.7,8,1,-2.2,8,1,-11.3,8,1,0.0,8,1,36,8,1,0,8,1,,0,1,,0,1
2013/2/14,-4.5,8,1,1.9,8,1,-12.0,8,1,0.0,8,1,36,8,1,1,8,1,,0,1,,0,1
2013/2/15,-5.1,8,1,-0.9,8,1,-10.4,8,1,0.0,8,1,36,8,1,0,8,1,,0,1,,0,1
2013/2/16,-7.1,8,1,-4.8,8,1,-12.0,8,1,4.0,8,1,45,8,1,10,8,1,,0,1,,0,1
2013/2/17,-8.7,8,1,-4.5,8,1,-17.1,8,1,2.5,8,1,48,8,1,5,8,1,,0,1,,0,1
2013/2/18,-7.7,8,1,-4.3,8,1,-15.1,8,1,4.0,8,1,58,8,1,14,8,1,,0,1,,0,1
2013/2/19,-5.6,8,1,-1.3,8,1,-16.0,8,1,3.0,8,1,61,8,1,6,8,1,,0,1,,0,1
2013/2/20,-10.1,8,1,-4.2,8,1,-19.3,8,1,0.0,8,1,58,8,1,1,8,1,,0,1,,0,1
2013/2/21,-7.3,8,1,-3.4,8,1,-17.8,8,1,1.5,8,1,58,8,1,4,8,1,,0,1,,0,1
2013/2/22,-7.4,8,1,-1.2,8,1,-15.3,8,1,0.0,8,1,55,8,1,0,8,1,,0,1,,0,1
2013/2/23,-10.4,8,1,-2.2,8,1,-20.6,8,1,0.0,8,1,53,8,1,0,8,1,,0,1,,0,1
2013/2/24,-10.1,8,1,-5.2,8,1,-18.9,8,1,2.0,8,1,59,8,1,8,8,1,,0,1,,0,1
2013/2/25,-8.6,8,1,-3.2,8,1,-14.9,8,1,3.0,8,1,65,8,1,6,8,1,,0,1,,0,1
2013/2/26,-8.7,8,1,-0.5,8,1,-20.8,8,1,0.0,8,1,60,8,1,0,8,1,,0,1,,0,1
2013/2/27,-2.6,8,1,1.7,8,1,-10.5,8,1,0.0,8,1,57,8,1,2,8,1,,0,1,,0,1
2013/2/28,0.1,8,1,5.2,8,1,-6.6,8,1,3.0,8,1,57,8,1,5,8,1,,0,1,,0,1
2013/3/1,-1.2,8,1,4.5,8,1,-6.4,8,1,5.5,8,1,51,8,1,1,8,1,,0,1,,0,1
2013/3/2,-1.1,8,1,3.2,8,1,-3.3,8,1,0.5,8,1,51,8,1,13,8,1,,0,1,,0,1
2013/3/3,-3.3,8,1,-0.8,8,1,-6.8,8,1,0.0,8,1,51,8,1,6,8,1,,0,1,,0,1
2013/3/4,-4.6,8,1,-0.7,5,1,-12.1,5,1,0.0,8,1,47,8,1,0,8,1,,0,1,,0,1
2013/3/5,-3.3,8,1,1.6,8,1,-7.8,8,1,0.0,8,1,48,8,1,2,8,1,,0,1,,0,1
2013/3/6,-0.6,8,1,3.4,8,1,-8.6,8,1,0.0,8,1,46,8,1,0,8,1,,0,1,,0,1
2013/3/7,-0.9,8,1,4.6,8,1,-9.2,8,1,0.5,8,1,44,8,1,0,8,1,,0,1,,0,1
2013/3/8,0.4,8,1,4.3,8,1,-3.9,8,1,2.0,8,1,42,8,1,3,8,1,,0,1,,0,1
2013/3/9,-6.1,8,1,-2.1,8,1,-8.1,8,1,0.5,8,1,47,8,1,6,8,1,,0,1,,0,1
2013/3/10,-4.3,8,1,2.4,8,1,-10.1,8,1,4.5,8,1,47,8,1,4,8,1,,0,1,,0,1
2013/3/11,-6.2,8,1,-1.0,8,1,-13.4,8,1,1.5,8,1,51,8,1,6,8,1,,0,1,,0,1
2013/3/12,-0.4,8,1,4.7,8,1,-12.7,8,1,0.0,8,1,48,8,1,0,8,1,,0,1,,0,1
2013/3/13,1.3,8,1,3.2,8,1,-2.7,8,1,4.5,8,1,42,8,1,0,8,1,,0,1,,0,1
2013/3/14,-3.9,8,1,-0.9,5,1,-9.0,5,1,0.0,8,1,39,8,1,0,8,1,,0,1,,0,1
2013/3/15,-1.1,8,1,4.6,5,1,-11.6,5,1,0.0,8,1,39,8,1,0,8,1,,0,1,,0,1
2013/3/16,-1.5,8,1,3.1,8,1,-10.7,8,1,0.0,8,1,39,8,1,5,8,1,,0,1,,0,1
2013/3/17,-1.8,8,1,2.7,8,1,-12.9,8,1,0.0,8,1,39,8,1,0,8,1,,0,1,,0,1
2013/3/18,3.2,8,1,5.7,8,1,0.4,8,1,5.5,8,1,35,8,1,0,8,1,,0,1,,0,1
2013/3/19,2.4,8,1,9.0,8,1,-5.0,8,1,0.5,8,1,31,8,1,0,8,1,,0,1,,0,1
2013/3/20,-1.4,8,1,1.5,8,1,-6.1,8,1,1.5,8,1,31,8,1,6,8,1,,0,1,,0,1
2013/3/21,-4.5,8,1,-1.1,8,1,-9.5,8,1,0.0,8,1,30,8,1,3,8,1,,0,1,,0,1
2013/3/22,-1.7,8,1,3.4,8,1,-11.7,8,1,2.5,8,1,30,8,1,0,8,1,,0,1,,0,1
2013/3/23,-2.6,8,1,1.4,8,1,-8.3,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2013/3/24,-1.7,8,1,3.5,8,1,-8.4,8,1,0.0,8,1,26,8,1,0,8,1,,0,1,,0,1
2013/3/25,-1.8,8,1,2.4,8,1,-7.5,8,1,0.0,8,1,25,8,1,0,8,1,,0,1,,0,1
2013/3/26,-1.6,8,1,1.2,8,1,-6.1,8,1,0.0,8,1,24,8,1,3,8,1,,0,1,,0,1
2013/3/27,0.9,8,1,3.7,8,1,-5.4,8,1,0.0,8,1,24,8,1,0,8,1,,0,1,,0,1
2013/3/28,4.0,8,1,6.9,8,1,-0.1,8,1,0.0,8,1,16,8,1,0,8,1,,0,1,,0,1
2013/3/29,1.8,8,1,5.4,8,1,-2.2,8,1,0.0,8,1,7,8,1,0,8,1,,0,1,,0,1
2013/3/30,-1.0,8,1,4.6,8,1,-8.4,8,1,3.0,8,1,6,8,1,4,8,1,,0,1,,0,1
2013/3/31,-2.0,8,1,4.7,8,1,-10.2,8,1,0.0,8,1,6,8,1,1,8,1,,0,1,,0,1
2013/4/1,2.0,8,1,7.1,8,1,-5.8,8,1,0.0,8,1,4,8,1,0,5,1,,0,1,,0,1
2013/4/2,2.6,8,1,7.3,8,1,-1.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/3,3.4,8,1,6.3,8,1,-2.0,8,1,6.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/4,4.0,8,1,7.5,8,1,-2.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/5,2.9,8,1,9.8,8,1,-3.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/6,6.2,8,1,12.9,8,1,-1.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/7,9.5,8,1,11.6,8,1,5.9,8,1,24.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/8,5.2,8,1,7.6,8,1,2.7,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/9,4.1,8,1,8.6,8,1,-1.0,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/10,4.3,8,1,10.0,8,1,1.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/11,3.6,8,1,9.9,8,1,-2.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/12,4.4,8,1,10.2,8,1,-1.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/13,5.5,8,1,10.3,8,1,0.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/14,7.0,8,1,11.4,8,1,4.2,8,1,22.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/15,5.0,8,1,10.0,8,1,-0.1,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/16,4.3,8,1,8.7,8,1,0.6,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/17,3.3,8,1,7.1,8,1,0.8,8,1,4.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/18,4.4,8,1,9.5,8,1,1.5,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/19,3.6,8,1,9.0,8,1,0.0,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/20,4.8,8,1,10.9,8,1,-1.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/21,5.6,8,1,10.0,8,1,-0.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/22,7.0,8,1,14.4,8,1,-0.6,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/23,8.8,8,1,17.3,8,1,-1.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/24,7.6,8,1,12.1,8,1,1.4,8,1,11.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/25,8.3,8,1,12.8,8,1,3.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/26,7.0,8,1,11.5,8,1,2.1,8,1,8.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/27,7.5,8,1,11.9,8,1,5.6,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/28,5.3,8,1,7.3,8,1,4.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/29,6.1,8,1,11.8,8,1,2.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/4/30,3.9,8,1,5.6,8,1,2.5,8,1,4.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/1,5.4,8,1,10.1,8,1,2.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/2,4.5,8,1,9.4,8,1,1.2,8,1,2.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/3,4.2,8,1,7.7,8,1,1.3,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/4,6.1,8,1,9.8,8,1,3.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/5,6.5,8,1,12.1,8,1,2.0,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/6,5.4,8,1,6.4,8,1,1.6,8,1,18.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/7,4.2,8,1,9.4,8,1,0.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/8,7.4,8,1,14.3,8,1,0.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/9,11.1,8,1,18.3,8,1,2.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/10,7.9,8,1,12.9,8,1,4.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/11,7.0,8,1,12.1,8,1,4.7,8,1,12.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/12,8.1,8,1,13.5,8,1,5.5,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/13,6.2,8,1,7.4,8,1,4.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/14,9.2,8,1,14.1,8,1,5.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/15,6.4,8,1,7.6,8,1,4.5,8,1,8.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/16,10.2,8,1,16.3,8,1,5.8,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/17,11.8,8,1,19.8,8,1,5.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/18,12.7,8,1,19.6,8,1,7.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/19,9.4,8,1,16.3,8,1,6.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/20,9.7,8,1,11.6,8,1,7.7,8,1,4.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/21,12.9,8,1,20.3,8,1,8.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/22,11.8,8,1,19.3,8,1,5.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/23,10.3,8,1,13.2,8,1,8.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/24,11.1,8,1,17.9,8,1,6.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/25,9.9,8,1,14.3,8,1,6.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/26,11.2,8,1,17.7,8,1,7.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/27,11.8,8,1,17.8,8,1,7.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/28,14.5,8,1,19.4,8,1,10.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/29,14.7,8,1,18.3,8,1,12.2,8,1,16.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/30,13.8,8,1,18.5,8,1,10.8,8,1,18.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/5/31,16.0,8,1,22.2,8,1,10.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/1,13.7,8,1,18.0,8,1,9.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/2,13.6,8,1,18.2,8,1,10.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/3,13.1,8,1,19.4,8,1,9.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/4,14.0,8,1,21.6,8,1,9.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/5,13.6,8,1,20.7,5,1,10.8,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/6,14.7,8,1,22.9,8,1,9.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/7,13.2,8,1,21.2,8,1,9.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/8,15.8,8,1,21.2,8,1,11.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/9,18.1,8,1,27.8,8,1,12.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/10,16.4,8,1,24.6,8,1,12.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/11,14.6,8,1,19.9,8,1,12.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/12,14.6,8,1,18.5,8,1,12.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/13,15.2,8,1,17.7,8,1,12.4,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/14,17.9,8,1,22.7,8,1,15.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/15,18.3,8,1,24.9,8,1,15.3,8,1,24.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/16,17.4,8,1,23.3,8,1,14.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/17,14.5,8,1,18.7,8,1,13.4,8,1,7.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/18,14.7,8,1,16.3,8,1,13.6,8,1,9.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/19,16.7,8,1,19.9,8,1,14.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/20,17.0,8,1,20.9,8,1,13.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/21,13.2,8,1,15.4,8,1,11.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/22,14.1,8,1,17.9,8,1,11.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/23,16.6,8,1,22.1,8,1,9.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/24,18.7,8,1,23.9,8,1,12.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/25,16.1,8,1,19.4,8,1,13.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/26,17.3,8,1,25.8,8,1,13.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/27,14.0,8,1,15.7,8,1,11.8,8,1,12.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/28,12.9,8,1,14.8,8,1,11.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/29,13.2,8,1,17.8,8,1,10.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/6/30,15.2,8,1,20.6,8,1,9.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/1,16.8,8,1,21.6,8,1,14.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/2,18.7,8,1,25.6,8,1,14.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/3,18.9,8,1,20.4,5,1,17.6,5,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/4,18.0,8,1,20.7,5,1,16.1,5,1,19.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/5,17.7,8,1,18.9,8,1,16.1,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/6,20.0,8,1,25.8,8,1,17.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/7,23.1,8,1,28.9,8,1,17.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/8,22.0,8,1,28.6,8,1,18.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/9,22.6,8,1,28.5,8,1,19.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/10,21.8,8,1,25.2,8,1,18.5,8,1,11.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/11,20.6,8,1,25.8,8,1,16.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/12,19.1,8,1,23.1,8,1,16.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/13,21.3,8,1,27.2,8,1,16.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/14,18.5,8,1,21.7,8,1,17.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/15,21.1,8,1,28.7,8,1,17.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/16,19.2,8,1,22.4,8,1,17.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/17,17.4,8,1,18.9,8,1,15.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/18,18.1,8,1,22.2,8,1,15.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/19,18.4,8,1,23.8,8,1,13.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/20,18.0,8,1,24.6,8,1,12.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/21,18.8,8,1,23.6,8,1,13.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/22,19.1,8,1,22.9,8,1,17.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/23,20.6,8,1,25.5,8,1,17.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/24,20.3,8,1,24.5,8,1,18.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/25,17.4,8,1,19.0,8,1,16.5,8,1,5.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/26,19.1,8,1,21.0,8,1,16.7,8,1,10.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/27,19.7,8,1,22.7,8,1,17.9,8,1,33.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/28,20.1,8,1,22.5,8,1,18.0,8,1,12.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/29,21.1,8,1,24.9,8,1,19.0,8,1,44.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/30,23.1,8,1,28.1,8,1,19.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/7/31,22.1,8,1,25.6,8,1,19.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/8/1,20.1,8,1,23.8,8,1,18.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/8/2,21.0,8,1,27.5,8,1,16.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2013/8/3,20.7,8,1,26.0,8,1,16.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
