ダウンロードした時刻：2021/02/03 17:46:48

,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都
2010/1/26,4.1,8,1,8.6,8,1,0.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/1/27,5.2,8,1,11.8,8,1,-1.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,曇後雨,8,1
2010/1/28,7.7,8,1,11.5,8,1,5.3,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,晴一時曇,8,1
2010/1/29,6.2,8,1,12.3,8,1,2.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/1/30,5.8,8,1,12.3,8,1,0.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時晴,8,1
2010/1/31,5.7,8,1,7.4,8,1,3.7,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇一時晴,8,1
2010/2/1,3.8,8,1,5.1,8,1,1.8,8,1,22.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨、みぞれを伴う,8,1,曇一時雨後時々晴,8,1
2010/2/2,5.3,8,1,9.6,8,1,2.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇時々晴,8,1
2010/2/3,3.6,8,1,8.5,8,1,0.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雪,8,1,晴,8,1
2010/2/4,2.7,8,1,6.5,8,1,-0.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴後曇,8,1
2010/2/5,3.1,8,1,8.0,8,1,0.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々雪,8,1
2010/2/6,1.5,8,1,4.5,8,1,-0.4,8,1,2.5,0,8,1,1,0,8,1,1,0,8,1,雪,8,1,雪一時晴、あられを伴う,8,1
2010/2/7,2.8,8,1,8.5,8,1,0.1,8,1,1.5,0,8,1,3,0,8,1,3,0,8,1,晴時々雪,8,1,晴後曇,8,1
2010/2/8,5.5,8,1,10.6,8,1,1.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/2/9,12.5,8,1,17.2,8,1,7.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2010/2/10,11.5,8,1,14.4,8,1,7.5,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨後曇,8,1
2010/2/11,6.3,8,1,7.7,8,1,4.8,8,1,30.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2010/2/12,4.8,8,1,8.2,8,1,2.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇,8,1
2010/2/13,4.2,8,1,8.9,8,1,1.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後曇,8,1
2010/2/14,5.5,8,1,10.1,8,1,0.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2010/2/15,5.9,8,1,8.5,8,1,3.5,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇時々雨,8,1
2010/2/16,5.3,8,1,8.6,8,1,1.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨一時晴,8,1,晴後曇,8,1
2010/2/17,2.9,8,1,6.7,8,1,0.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/2/18,4.4,8,1,11.0,8,1,-0.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/2/19,3.6,8,1,9.8,8,1,-0.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,快晴,8,1
2010/2/20,4.0,8,1,9.6,8,1,-1.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇時々晴,8,1
2010/2/21,6.2,8,1,11.9,8,1,3.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,快晴,8,1
2010/2/22,8.7,8,1,16.2,8,1,0.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2010/2/23,12.0,8,1,18.7,8,1,6.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,快晴,8,1
2010/2/24,13.2,8,1,21.8,8,1,5.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/2/25,15.7,8,1,22.1,8,1,8.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後一時雨,8,1
2010/2/26,14.7,8,1,16.3,8,1,13.6,8,1,34.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,大雨後時々曇,8,1
2010/2/27,11.6,8,1,14.4,8,1,8.5,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2010/2/28,8.2,8,1,11.9,8,1,5.4,8,1,25.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時曇,8,1
2010/3/1,9.5,8,1,14.5,8,1,3.6,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨後曇,8,1
2010/3/2,10.6,8,1,13.9,8,1,8.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後晴,8,1
2010/3/3,8.8,8,1,13.2,8,1,5.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇後一時雨,8,1
2010/3/4,9.6,8,1,11.9,8,1,6.9,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,雨時々曇,8,1
2010/3/5,12.5,8,1,16.0,8,1,10.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/3/6,10.1,8,1,12.1,8,1,8.9,8,1,19.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇後雨,8,1
2010/3/7,7.1,8,1,9.0,8,1,5.8,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇一時雨,8,1
2010/3/8,6.8,8,1,11.4,8,1,4.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇後時々雨,8,1
2010/3/9,4.9,8,1,6.6,8,1,3.4,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後一時曇,8,1
2010/3/10,4.9,8,1,9.2,8,1,2.6,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,雨時々曇後一時雪、みぞれを伴う,8,1
2010/3/11,5.5,8,1,10.4,8,1,1.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雪,8,1,晴一時曇,8,1
2010/3/12,8.7,8,1,15.8,8,1,1.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/3/13,11.4,8,1,16.7,8,1,7.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴一時曇,8,1
2010/3/14,10.0,8,1,17.1,8,1,3.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後時々曇,8,1
2010/3/15,12.5,8,1,16.1,8,1,7.4,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨後時々曇,8,1
2010/3/16,12.2,8,1,17.2,8,1,5.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴時々曇一時雨,8,1
2010/3/17,7.1,8,1,11.7,8,1,4.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇後一時晴,8,1
2010/3/18,7.8,8,1,14.2,8,1,2.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴時々曇,8,1
2010/3/19,8.6,8,1,13.6,8,1,4.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後一時薄曇,8,1
2010/3/20,15.4,8,1,24.6,8,1,4.7,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇時々雨,8,1
2010/3/21,11.8,8,1,19.0,8,1,4.6,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴一時雨,8,1
2010/3/22,8.2,8,1,14.2,8,1,2.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後雨,8,1
2010/3/23,7.9,8,1,9.1,8,1,7.0,8,1,17.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2010/3/24,7.9,8,1,9.0,8,1,7.3,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2010/3/25,7.1,8,1,9.3,8,1,4.6,8,1,20.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨後一時晴,8,1
2010/3/26,5.2,8,1,10.4,8,1,1.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨一時晴、みぞれを伴う,8,1,晴,8,1
2010/3/27,6.5,8,1,13.0,8,1,-0.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2010/3/28,8.3,8,1,14.6,8,1,5.4,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,晴時々雨,8,1
2010/3/29,4.2,8,1,9.4,8,1,0.7,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨後一時雪、みぞれを伴う,8,1,雪後時々曇一時晴、みぞれを伴う,8,1
2010/3/30,4.7,8,1,10.7,8,1,0.6,8,1,0.5,0,8,1,0,0,8,1,0,1,8,1,曇時々晴,8,1,薄曇時々晴,8,1
2010/3/31,9.0,8,1,15.0,8,1,2.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨時々曇,8,1
2010/4/1,13.3,8,1,17.1,8,1,9.6,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨一時曇,8,1
2010/4/2,10.8,8,1,17.5,8,1,4.7,8,1,28.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,薄曇後晴,8,1
2010/4/3,7.1,8,1,13.1,8,1,2.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時薄曇,8,1
2010/4/4,10.6,8,1,18.6,8,1,1.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴後曇,8,1
2010/4/5,14.5,8,1,19.9,8,1,10.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴,8,1
2010/4/6,15.9,8,1,23.0,8,1,8.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2010/4/7,10.1,8,1,16.1,8,1,7.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇一時雨後晴,8,1
2010/4/8,10.7,8,1,17.4,8,1,4.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後曇,8,1
2010/4/9,12.9,8,1,17.4,8,1,7.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2010/4/10,17.7,8,1,23.5,8,1,12.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後一時雨,8,1
2010/4/11,16.4,8,1,20.7,8,1,13.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇,8,1
2010/4/12,15.3,8,1,17.5,8,1,13.2,8,1,43.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後曇,8,1
2010/4/13,14.4,8,1,19.3,8,1,9.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/4/14,9.5,8,1,13.4,8,1,7.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,　晴時々曇,8,1,曇後時々雨,8,1
2010/4/15,7.6,8,1,10.3,8,1,5.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2010/4/16,8.3,8,1,10.3,8,1,5.9,8,1,16.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨時々曇後一時晴,8,1
2010/4/17,10.3,8,1,15.3,8,1,6.2,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/4/18,12.1,8,1,18.9,8,1,4.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2010/4/19,16.0,8,1,21.7,8,1,10.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後時々雨,8,1
2010/4/20,14.8,8,1,16.7,8,1,12.0,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2010/4/21,15.3,8,1,19.9,8,1,11.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/4/22,11.3,8,1,13.4,8,1,9.3,8,1,62.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇一時雨,8,1
2010/4/23,10.8,8,1,14.0,8,1,7.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴,8,1
2010/4/24,9.6,8,1,15.4,8,1,5.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,快晴,8,1
2010/4/25,11.4,8,1,19.3,8,1,3.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2010/4/26,14.3,8,1,21.3,8,1,5.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後一時雨,8,1
2010/4/27,14.3,8,1,15.5,8,1,13.0,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々曇,8,1
2010/4/28,16.5,8,1,21.5,8,1,12.8,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,薄曇後時々雨、雷を伴う,8,1
2010/4/29,14.0,8,1,18.2,8,1,10.2,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2010/4/30,12.4,8,1,18.5,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇一時雨後晴,8,1
2010/5/1,14.1,8,1,20.8,8,1,6.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/5/2,16.0,8,1,23.3,8,1,8.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/5/3,18.9,8,1,26.8,8,1,10.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇,8,1
2010/5/4,21.5,8,1,27.9,8,1,15.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,晴一時薄曇,8,1
2010/5/5,22.6,8,1,30.9,8,1,15.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇,8,1
2010/5/6,22.8,8,1,28.9,8,1,18.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇時々雨,8,1
2010/5/7,18.1,8,1,21.5,8,1,11.4,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,雨後一時曇,8,1,晴一時曇,8,1
2010/5/8,17.8,8,1,25.7,8,1,8.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2010/5/9,19.4,8,1,26.4,8,1,13.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2010/5/10,16.9,8,1,19.8,8,1,13.7,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2010/5/11,16.0,8,1,17.5,8,1,14.3,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々晴,8,1
2010/5/12,13.6,8,1,18.1,8,1,11.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時晴,8,1
2010/5/13,13.1,8,1,18.5,8,1,10.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後曇,8,1
2010/5/14,12.9,8,1,17.6,8,1,9.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴一時曇,8,1
2010/5/15,15.5,8,1,23.1,8,1,7.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2010/5/16,18.6,8,1,25.3,8,1,11.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2010/5/17,21.0,8,1,28.6,8,1,13.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2010/5/18,21.5,8,1,27.2,8,1,15.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後時々雨,8,1
2010/5/19,19.8,8,1,21.8,8,1,17.9,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後時々曇,8,1
2010/5/20,21.3,8,1,25.8,8,1,16.9,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴,8,1
2010/5/21,21.8,8,1,30.3,8,1,13.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇一時晴,8,1
2010/5/22,23.0,8,1,30.4,8,1,15.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2010/5/23,17.8,8,1,22.1,8,1,16.1,8,1,109.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,大雨,8,1
2010/5/24,19.0,8,1,22.6,8,1,16.4,8,1,49.5,0,8,1,0,1,8,1,0,1,8,1,大雨後時々曇,8,1,晴一時曇,8,1
2010/5/25,20.5,8,1,27.7,8,1,14.8,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇時々雨,8,1
2010/5/26,17.0,8,1,19.7,8,1,15.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時晴,8,1
2010/5/27,14.8,8,1,18.7,8,1,11.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/5/28,14.2,8,1,19.2,8,1,11.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/5/29,16.5,8,1,23.7,8,1,12.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴時々薄曇,8,1
2010/5/30,16.8,8,1,24.9,8,1,10.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2010/5/31,19.6,8,1,25.9,8,1,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後一時晴,8,1
2010/6/1,19.8,8,1,26.9,8,1,15.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇後一時雨,8,1,曇後晴,8,1
2010/6/2,21.3,8,1,28.3,8,1,14.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/6/3,20.1,8,1,28.1,8,1,15.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,晴一時薄曇,8,1
2010/6/4,21.9,8,1,29.0,8,1,14.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴一時薄曇,8,1
2010/6/5,22.6,8,1,30.2,8,1,15.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2010/6/6,22.0,8,1,28.2,8,1,14.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2010/6/7,22.5,8,1,25.1,8,1,18.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/6/8,21.2,8,1,23.7,8,1,18.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時晴,8,1
2010/6/9,22.6,8,1,29.1,8,1,18.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/6/10,23.5,8,1,32.5,8,1,16.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/6/11,24.7,8,1,32.4,8,1,17.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/6/12,25.2,8,1,32.7,8,1,19.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇,8,1
2010/6/13,21.0,8,1,24.0,8,1,18.5,8,1,23.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨後時々曇,8,1
2010/6/14,21.6,8,1,26.2,8,1,18.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/6/15,22.2,8,1,24.6,8,1,20.8,8,1,30.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨後一時曇、雷を伴う,8,1
2010/6/16,24.0,8,1,28.1,8,1,21.2,8,1,28.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時薄曇,8,1
2010/6/17,26.1,8,1,33.1,8,1,19.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2010/6/18,23.0,8,1,25.9,8,1,21.1,8,1,49.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,大雨後一時曇,8,1
2010/6/19,25.2,8,1,28.8,8,1,22.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
