ダウンロードした時刻：2021/02/03 17:46:48

,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都,京都
2010/6/20,25.2,8,1,27.9,8,1,23.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後時々雨,8,1
2010/6/21,24.8,8,1,28.2,8,1,21.8,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2010/6/22,25.7,8,1,30.2,8,1,22.5,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇後雨、雷を伴う,8,1
2010/6/23,23.6,8,1,26.5,8,1,21.2,8,1,26.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2010/6/24,24.2,8,1,31.8,8,1,17.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,薄曇,8,1
2010/6/25,23.0,8,1,26.7,8,1,18.7,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨一時曇,8,1
2010/6/26,24.5,8,1,26.4,8,1,22.0,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2010/6/27,26.8,8,1,32.0,8,1,23.4,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2010/6/28,28.6,8,1,33.9,8,1,24.8,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇時々雨,8,1
2010/6/29,26.2,8,1,30.0,8,1,23.9,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨時々曇,8,1
2010/6/30,27.2,8,1,32.8,8,1,23.3,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇一時雨後晴,8,1
2010/7/1,27.6,8,1,33.0,8,1,23.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴、雷を伴う,8,1
2010/7/2,26.6,8,1,29.4,8,1,24.4,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後時々雨,8,1
2010/7/3,24.7,8,1,26.2,8,1,23.9,8,1,89.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇一時雨,8,1
2010/7/4,26.2,8,1,30.1,8,1,23.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇時々晴,8,1
2010/7/5,27.1,8,1,32.8,8,1,22.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2010/7/6,26.9,8,1,31.9,8,1,24.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/7/7,25.4,8,1,31.6,8,1,22.1,8,1,43.5,0,8,1,0,1,8,1,0,1,8,1,薄曇後時々大雨、雷を伴う,8,1,曇一時晴,8,1
2010/7/8,27.1,8,1,33.7,8,1,21.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇,8,1
2010/7/9,24.0,8,1,26.4,8,1,21.4,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2010/7/10,25.8,8,1,31.6,8,1,21.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,曇後一時雨,8,1
2010/7/11,25.3,8,1,27.3,8,1,23.4,8,1,19.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2010/7/12,26.7,8,1,29.7,8,1,24.2,8,1,20.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後雨,8,1
2010/7/13,24.7,8,1,27.1,8,1,23.1,8,1,49.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨、雷を伴う,8,1
2010/7/14,24.2,8,1,25.6,8,1,22.7,8,1,125.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨一時曇、雷を伴う,8,1
2010/7/15,25.8,8,1,30.6,8,1,23.4,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇時々雨、雷を伴う,8,1
2010/7/16,26.9,8,1,34.2,8,1,23.7,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨、雷を伴う,8,1,曇一時雨後晴,8,1
2010/7/17,28.3,8,1,33.8,8,1,23.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴時々曇,8,1
2010/7/18,28.5,8,1,32.8,8,1,24.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴,8,1
2010/7/19,29.0,8,1,34.4,8,1,24.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴時々薄曇,8,1
2010/7/20,29.8,8,1,35.1,8,1,24.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/7/21,30.3,8,1,36.1,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇後晴,8,1
2010/7/22,30.6,8,1,37.4,8,1,24.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/7/23,30.9,8,1,37.3,8,1,25.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/7/24,29.7,8,1,37.2,8,1,25.9,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨、雷を伴う,8,1,曇一時雨,8,1
2010/7/25,30.4,8,1,36.6,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇、雷を伴う,8,1,曇一時雨、雷を伴う,8,1
2010/7/26,30.5,8,1,36.6,8,1,25.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴一時薄曇,8,1
2010/7/27,29.9,8,1,35.5,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2010/7/28,28.7,8,1,33.4,8,1,24.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨一時曇,8,1
2010/7/29,25.2,8,1,27.2,8,1,23.4,8,1,20.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,曇一時雨,8,1
2010/7/30,29.1,8,1,33.9,8,1,25.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2010/7/31,29.7,8,1,34.6,8,1,27.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2010/8/1,30.1,8,1,35.1,8,1,26.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後一時晴,8,1
2010/8/2,31.4,8,1,36.5,8,1,27.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2010/8/3,30.9,8,1,35.9,8,1,27.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/4,30.7,8,1,35.5,8,1,27.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/5,31.0,8,1,35.0,8,1,27.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴時々曇,8,1
2010/8/6,30.3,8,1,35.7,8,1,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/8/7,29.4,8,1,33.7,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴後曇,8,1
2010/8/8,29.6,8,1,34.3,8,1,26.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後晴,8,1
2010/8/9,28.7,8,1,32.8,8,1,26.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/8/10,26.8,8,1,31.9,8,1,24.9,8,1,33.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2010/8/11,29.2,8,1,34.3,8,1,24.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後大雨、雷を伴う,8,1
2010/8/12,26.6,8,1,29.4,8,1,24.3,8,1,141.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇、雷を伴う,8,1,曇一時晴,8,1
2010/8/13,28.6,8,1,33.1,8,1,24.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨,8,1
2010/8/14,29.2,8,1,32.3,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇,8,1
2010/8/15,30.1,8,1,34.6,8,1,27.6,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,薄曇後晴,8,1
2010/8/16,30.3,8,1,35.5,8,1,26.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後晴,8,1
2010/8/17,30.0,8,1,36.1,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/8/18,30.6,8,1,36.4,8,1,25.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/19,31.2,8,1,36.3,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/8/20,31.4,8,1,36.6,8,1,27.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2010/8/21,30.3,8,1,34.8,8,1,27.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時曇,8,1
2010/8/22,30.3,8,1,36.2,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇、雷を伴う,8,1,晴、雷を伴う,8,1
2010/8/23,31.0,8,1,37.5,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴一時薄曇,8,1
2010/8/24,31.0,8,1,36.6,8,1,26.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇、雷を伴う,8,1,曇後晴、雷を伴う,8,1
2010/8/25,30.7,8,1,36.3,8,1,27.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2010/8/26,30.4,8,1,35.8,8,1,25.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2010/8/27,30.2,8,1,35.6,8,1,26.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇、雷を伴う,8,1,晴時々曇,8,1
2010/8/28,30.5,8,1,36.3,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/8/29,30.6,8,1,36.5,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,晴時々曇,8,1
2010/8/30,30.7,8,1,36.2,8,1,26.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時曇,8,1
2010/8/31,31.2,8,1,37.1,8,1,26.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/1,31.0,8,1,37.3,8,1,26.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇一時晴,8,1
2010/9/2,29.8,8,1,34.4,8,1,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨後晴,8,1
2010/9/3,30.4,8,1,36.1,8,1,25.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/9/4,30.9,8,1,38.1,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/5,30.3,8,1,37.7,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴、雷を伴う,8,1,曇時々晴,8,1
2010/9/6,30.1,8,1,36.2,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時晴,8,1
2010/9/7,29.1,8,1,34.3,8,1,25.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇、雷を伴う,8,1
2010/9/8,26.8,8,1,30.5,8,1,24.4,8,1,55.0,0,8,1,0,1,8,1,0,1,8,1,曇時々大雨,8,1,晴時々曇,8,1
2010/9/9,26.5,8,1,33.0,8,1,22.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/9/10,27.5,8,1,34.3,8,1,20.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/9/11,29.1,8,1,34.8,8,1,23.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴時々薄曇,8,1
2010/9/12,30.3,8,1,35.6,8,1,25.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇,8,1
2010/9/13,28.3,8,1,32.8,8,1,24.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時曇,8,1
2010/9/14,25.1,8,1,29.1,8,1,22.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇時々晴,8,1
2010/9/15,24.2,8,1,29.1,8,1,21.6,8,1,25.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,大雨,8,1
2010/9/16,23.8,8,1,29.4,8,1,20.4,8,1,33.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,快晴,8,1
2010/9/17,24.3,8,1,31.0,8,1,18.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/9/18,25.0,8,1,31.4,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴一時曇,8,1
2010/9/19,26.1,8,1,32.7,8,1,21.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時雨,8,1,曇一時晴,8,1
2010/9/20,25.8,8,1,29.4,8,1,22.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/9/21,27.3,8,1,32.5,8,1,24.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2010/9/22,28.3,8,1,33.1,8,1,23.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇、雷を伴う,8,1
2010/9/23,21.7,8,1,26.8,8,1,18.4,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、雷を伴う,8,1,晴時々曇,8,1
2010/9/24,20.7,8,1,23.9,8,1,17.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時晴,8,1
2010/9/25,21.4,8,1,26.0,8,1,16.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/9/26,20.7,8,1,27.3,8,1,14.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後晴,8,1
2010/9/27,21.8,8,1,28.1,8,1,17.6,8,1,59.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,大雨後時々曇,8,1
2010/9/28,22.3,8,1,27.2,8,1,18.9,8,1,28.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時曇,8,1
2010/9/29,20.6,8,1,25.0,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨時々曇,8,1
2010/9/30,17.7,8,1,19.2,8,1,16.2,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨後一時曇,8,1,曇後晴,8,1
2010/10/1,20.4,8,1,27.9,8,1,15.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々薄曇,8,1
2010/10/2,22.7,8,1,28.5,8,1,16.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2010/10/3,22.0,8,1,25.3,8,1,20.4,8,1,16.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨時々曇,8,1
2010/10/4,20.7,8,1,23.8,8,1,17.7,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇後晴,8,1,曇一時晴,8,1
2010/10/5,19.5,5,1,26.1,5,1,16.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴,8,1
2010/10/6,19.3,8,1,25.5,8,1,14.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2010/10/7,20.5,8,1,27.7,8,1,14.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2010/10/8,21.5,8,1,27.2,8,1,16.9,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,大雨,8,1
2010/10/9,19.2,8,1,20.3,8,1,17.9,8,1,47.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2010/10/10,21.5,8,1,26.6,8,1,18.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴後一時曇,8,1
2010/10/11,21.7,8,1,26.8,8,1,18.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇,8,1
2010/10/12,22.5,8,1,28.6,8,1,17.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴一時曇,8,1
2010/10/13,21.4,8,1,26.2,8,1,16.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇後一時晴,8,1
2010/10/14,20.5,8,1,25.7,8,1,15.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇時々雨,8,1
2010/10/15,20.3,8,1,24.6,8,1,17.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後一時晴,8,1
2010/10/16,19.1,8,1,24.8,8,1,15.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後一時晴,8,1
2010/10/17,18.2,8,1,24.1,8,1,13.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴,8,1
2010/10/18,18.4,8,1,24.4,8,1,13.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇,8,1
2010/10/19,19.8,8,1,24.7,8,1,14.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2010/10/20,21.0,8,1,23.5,8,1,19.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後一時雨,8,1
2010/10/21,20.0,8,1,22.0,8,1,18.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇,8,1
2010/10/22,19.2,8,1,23.0,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇,8,1
2010/10/23,19.0,8,1,24.5,8,1,14.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/10/24,18.4,8,1,22.1,8,1,16.8,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇時々雨,8,1
2010/10/25,19.0,8,1,21.8,8,1,17.2,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇時々雨,8,1
2010/10/26,14.7,8,1,18.9,8,1,9.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇時々雨一時晴,8,1
2010/10/27,11.6,8,1,16.0,8,1,7.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,曇後一時雨,8,1
2010/10/28,12.6,8,1,14.3,8,1,11.2,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇,8,1
2010/10/29,15.8,8,1,19.5,8,1,11.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2010/10/30,16.0,8,1,18.3,8,1,14.1,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇後晴,8,1
2010/10/31,15.9,8,1,19.7,8,1,13.3,8,1,48.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨後一時曇,8,1
2010/11/1,15.2,8,1,18.4,8,1,12.2,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴,8,1
2010/11/2,13.2,8,1,18.1,8,1,8.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々曇,8,1
2010/11/3,12.2,8,1,17.5,8,1,8.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時薄曇,8,1
2010/11/4,11.6,8,1,18.5,8,1,6.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2010/11/5,12.2,8,1,19.7,8,1,6.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴,8,1
2010/11/6,13.3,8,1,20.1,8,1,7.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時曇,8,1
2010/11/7,14.1,8,1,19.0,8,1,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,晴後一時曇,8,1
2010/11/8,15.5,8,1,20.0,8,1,11.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,晴時々曇,8,1
2010/11/9,12.9,8,1,16.4,8,1,7.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,晴,8,1
2010/11/10,10.5,8,1,15.7,8,1,6.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,快晴,8,1
2010/11/11,10.0,8,1,17.1,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2010/11/12,12.8,8,1,20.1,8,1,8.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇後晴,8,1,晴後一時薄曇,8,1
2010/11/13,13.1,8,1,16.9,8,1,9.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2010/11/14,15.4,8,1,19.0,8,1,12.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2010/11/15,11.5,8,1,14.8,8,1,7.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴後一時雨,8,1
2010/11/16,9.2,8,1,14.0,8,1,5.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々薄曇,8,1,曇時々晴,8,1
2010/11/17,9.7,8,1,16.2,8,1,5.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴時々曇,8,1
2010/11/18,9.6,8,1,13.0,8,1,6.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々雨一時曇,8,1,晴一時雨,8,1
2010/11/19,10.1,8,1,16.2,8,1,3.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々雨一時晴,8,1
2010/11/20,12.7,8,1,18.7,8,1,8.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2010/11/21,13.3,8,1,20.1,8,1,6.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々雨一時晴,8,1
2010/11/22,14.4,8,1,17.4,8,1,13.0,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨後曇,8,1
2010/11/23,11.5,8,1,14.1,8,1,7.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴後曇,8,1
2010/11/24,10.3,8,1,15.0,8,1,6.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後一時薄曇,8,1
2010/11/25,10.1,8,1,14.8,8,1,4.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇時々雨,8,1
2010/11/26,11.2,8,1,15.9,8,1,7.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2010/11/27,9.9,8,1,15.3,8,1,6.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後曇,8,1
2010/11/28,9.8,8,1,16.0,8,1,6.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴一時薄曇,8,1
2010/11/29,8.4,8,1,14.5,8,1,2.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2010/11/30,8.9,8,1,13.7,8,1,3.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2010/12/1,11.3,8,1,18.4,8,1,6.1,8,1,0,1,8,1,0,1,8,1,0,1,5,1,晴一時薄曇,8,1,晴,8,1
2010/12/2,13.6,8,1,20.3,8,1,6.0,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,大雨時々曇,8,1
2010/12/3,13.7,8,1,19.1,8,1,8.2,8,1,25.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨、雷を伴う,8,1,晴後曇,8,1
2010/12/4,9.4,8,1,14.3,8,1,5.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2010/12/5,8.5,8,1,15.2,8,1,3.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴,8,1
2010/12/6,10.9,8,1,17.5,8,1,4.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇一時晴,8,1
2010/12/7,10.1,8,1,12.1,8,1,7.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨時々曇,8,1
2010/12/8,7.9,8,1,12.6,8,1,5.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴時々曇一時雨,8,1
2010/12/9,6.5,8,1,10.0,8,1,4.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後時々雨,8,1,晴時々雨,8,1
2010/12/10,6.5,8,1,11.2,8,1,3.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴,8,1
2010/12/11,9.1,8,1,12.6,8,1,4.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,晴一時曇,8,1
2010/12/12,8.0,8,1,11.1,8,1,4.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇,8,1
2010/12/13,9.6,8,1,12.3,8,1,6.3,8,1,22.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨,8,1
2010/12/14,12.5,8,1,16.2,8,1,9.7,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時曇,8,1
