ダウンロードした時刻：2021/02/03 17:37:12

,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳,千歳
2010/1/25,-0.4,8,1,3.5,8,1,-7.9,8,1,2.5,8,1,24,8,1,7,8,1,,0,1,,0,1
2010/1/26,-7.3,8,1,-5.1,8,1,-11.5,8,1,0.0,8,1,21,8,1,1,8,1,,0,1,,0,1
2010/1/27,-2.1,8,1,2.8,8,1,-10.8,8,1,0.0,8,1,21,8,1,0,8,1,,0,1,,0,1
2010/1/28,0.5,8,1,3.9,8,1,-5.4,8,1,0.5,8,1,21,8,1,3,8,1,,0,1,,0,1
2010/1/29,-4.2,8,1,-0.1,8,1,-9.8,8,1,0.0,8,1,21,8,1,0,8,1,,0,1,,0,1
2010/1/30,-5.1,8,1,-0.4,8,1,-11.0,8,1,0.0,8,1,20,8,1,0,8,1,,0,1,,0,1
2010/1/31,-2.1,8,1,3.6,8,1,-9.6,8,1,2.5,8,1,27,8,1,7,8,1,,0,1,,0,1
2010/2/1,-6.1,8,1,-2.3,8,1,-9.8,8,1,0.0,8,1,29,5,1,2,5,1,,0,1,,0,1
2010/2/2,-8.9,8,1,-4.6,8,1,-16.3,8,1,0.0,8,1,23,8,1,0,8,1,,0,1,,0,1
2010/2/3,-13.6,8,1,-9.2,8,1,-20.5,8,1,0.0,8,1,22,8,1,0,8,1,,0,1,,0,1
2010/2/4,-14.2,8,1,-4.4,8,1,-23.1,8,1,0.0,8,1,22,8,1,0,8,1,,0,1,,0,1
2010/2/5,-12.6,8,1,-5.1,8,1,-20.4,8,1,0.0,8,1,22,8,1,0,8,1,,0,1,,0,1
2010/2/6,-10.5,8,1,-5.5,8,1,-16.7,8,1,4.5,8,1,37,8,1,16,8,1,,0,1,,0,1
2010/2/7,-1.7,8,1,1.4,8,1,-6.2,8,1,7.5,8,1,45,5,1,12,5,1,,0,1,,0,1
2010/2/8,-1.6,8,1,1.6,8,1,-9.2,8,1,0.0,8,1,32,8,1,2,8,1,,0,1,,0,1
2010/2/9,-1.3,8,1,4.5,8,1,-6.6,8,1,0.0,8,1,30,8,1,0,8,1,,0,1,,0,1
2010/2/10,-5.0,8,1,-1.8,8,1,-11.8,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2010/2/11,-7.1,8,1,-2.0,8,1,-14.9,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2010/2/12,-7.8,8,1,-3.6,8,1,-13.4,8,1,1.5,8,1,43,8,1,15,8,1,,0,1,,0,1
2010/2/13,-8.7,8,1,-4.0,8,1,-16.9,8,1,1.5,8,1,45,8,1,2,8,1,,0,1,,0,1
2010/2/14,-10.4,8,1,-1.9,8,1,-22.0,8,1,0.5,8,1,39,8,1,0,8,1,,0,1,,0,1
2010/2/15,-9.4,8,1,-0.6,8,1,-16.3,8,1,0.0,8,1,34,8,1,0,8,1,,0,1,,0,1
2010/2/16,-9.0,8,1,-4.6,8,1,-14.6,8,1,0.0,8,1,34,8,1,2,8,1,,0,1,,0,1
2010/2/17,-10.8,8,1,-2.5,8,1,-20.3,8,1,0.0,8,1,34,8,1,0,8,1,,0,1,,0,1
2010/2/18,-5.6,8,1,0.5,8,1,-16.2,8,1,2.5,8,1,37,8,1,6,8,1,,0,1,,0,1
2010/2/19,-2.6,8,1,2.2,8,1,-9.7,8,1,5.0,8,1,46,8,1,11,8,1,,0,1,,0,1
2010/2/20,-6.2,8,1,-1.1,8,1,-13.6,8,1,1.0,8,1,44,8,1,2,8,1,,0,1,,0,1
2010/2/21,-7.2,8,1,-0.8,8,1,-15.6,8,1,0.0,8,1,42,8,1,0,8,1,,0,1,,0,1
2010/2/22,-1.4,8,1,2.0,8,1,-10.3,8,1,2.0,8,1,41,8,1,1,8,1,,0,1,,0,1
2010/2/23,0.6,8,1,4.0,8,1,-5.5,8,1,0.5,8,1,39,8,1,0,8,1,,0,1,,0,1
2010/2/24,-0.6,8,1,4.3,8,1,-8.6,8,1,0.0,8,1,34,8,1,0,8,1,,0,1,,0,1
2010/2/25,2.6,8,1,4.7,8,1,0.6,8,1,0.0,8,1,33,8,1,0,8,1,,0,1,,0,1
2010/2/26,2.1,8,1,5.3,8,1,-2.0,8,1,3.0,8,1,27,8,1,0,8,1,,0,1,,0,1
2010/2/27,-3.4,8,1,-1.1,8,1,-6.8,8,1,0.0,8,1,21,8,1,0,8,1,,0,1,,0,1
2010/2/28,-3.4,8,1,-0.1,8,1,-8.4,8,1,0.0,8,1,21,8,1,0,8,1,,0,1,,0,1
2010/3/1,-4.6,8,1,-1.2,8,1,-8.3,8,1,0.0,8,1,25,8,1,4,8,1,,0,1,,0,1
2010/3/2,-5.2,8,1,-0.1,8,1,-13.9,8,1,0.0,8,1,22,8,1,0,8,1,,0,1,,0,1
2010/3/3,-2.7,8,1,0.5,8,1,-10.1,8,1,3.5,8,1,29,8,1,10,8,1,,0,1,,0,1
2010/3/4,-3.8,8,1,2.8,8,1,-13.7,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2010/3/5,0.5,8,1,3.0,8,1,-2.6,8,1,15.5,8,1,39,8,1,15,8,1,,0,1,,0,1
2010/3/6,-0.2,8,1,5.9,8,1,-3.7,8,1,0.5,8,1,30,8,1,0,8,1,,0,1,,0,1
2010/3/7,-4.2,8,1,-2.2,8,1,-8.5,8,1,0.5,8,1,34,8,1,7,8,1,,0,1,,0,1
2010/3/8,-7.0,8,1,-0.7,8,1,-13.9,8,1,0.0,8,1,30,8,1,0,8,1,,0,1,,0,1
2010/3/9,-6.8,8,1,-1.3,5,1,-17.1,5,1,0.0,8,1,30,8,1,0,8,1,,0,1,,0,1
2010/3/10,-3.5,8,1,-1.0,8,1,-6.6,8,1,0.0,8,1,29,8,1,0,8,1,,0,1,,0,1
2010/3/11,-2.0,8,1,1.3,8,1,-8.3,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2010/3/12,-0.3,8,1,3.9,8,1,-9.3,8,1,0.0,8,1,28,8,1,0,8,1,,0,1,,0,1
2010/3/13,0.9,8,1,5.2,8,1,-4.3,8,1,4.0,8,1,24,8,1,2,8,1,,0,1,,0,1
2010/3/14,-4.2,8,1,-1.1,8,1,-9.3,8,1,0.0,8,1,24,8,1,1,8,1,,0,1,,0,1
2010/3/15,-2.4,8,1,1.9,8,1,-9.7,8,1,4.0,8,1,24,8,1,2,8,1,,0,1,,0,1
2010/3/16,2.3,8,1,7.7,8,1,-2.1,8,1,7.0,8,1,21,8,1,2,8,1,,0,1,,0,1
2010/3/17,-2.1,8,1,0.4,8,1,-5.3,8,1,0.0,8,1,15,8,1,0,8,1,,0,1,,0,1
2010/3/18,-1.7,8,1,2.3,8,1,-6.6,8,1,0.0,8,1,13,8,1,0,8,1,,0,1,,0,1
2010/3/19,-0.2,8,1,4.0,8,1,-6.1,8,1,1.5,8,1,15,8,1,5,8,1,,0,1,,0,1
2010/3/20,1.4,8,1,3.9,8,1,0.2,8,1,12.5,8,1,14,8,1,0,8,1,,0,1,,0,1
2010/3/21,2.7,8,1,6.7,8,1,-2.2,8,1,13.0,8,1,8,8,1,6,8,1,,0,1,,0,1
2010/3/22,-1.5,8,1,2.1,8,1,-5.6,8,1,0.5,8,1,10,8,1,2,8,1,,0,1,,0,1
2010/3/23,0.0,8,1,4.3,8,1,-4.5,8,1,1.0,8,1,5,8,1,4,8,1,,0,1,,0,1
2010/3/24,0.2,8,1,4.4,8,1,-7.1,8,1,0.0,8,1,5,8,1,0,8,1,,0,1,,0,1
2010/3/25,0.0,8,1,3.1,8,1,-2.0,8,1,1.5,8,1,3,8,1,3,8,1,,0,1,,0,1
2010/3/26,-1.0,8,1,2.5,8,1,-4.7,8,1,0.5,8,1,3,8,1,1,8,1,,0,1,,0,1
2010/3/27,-3.6,8,1,1.0,5,1,-9.9,5,1,4.0,8,1,9,8,1,9,8,1,,0,1,,0,1
2010/3/28,-5.3,8,1,2.1,8,1,-14.5,8,1,0.0,8,1,7,8,1,1,8,1,,0,1,,0,1
2010/3/29,-3.7,8,1,1.0,8,1,-9.8,8,1,0.0,8,1,5,8,1,1,8,1,,0,1,,0,1
2010/3/30,-0.6,8,1,5.1,8,1,-6.0,8,1,0.5,8,1,2,8,1,1,8,1,,0,1,,0,1
2010/3/31,1.9,8,1,5.0,8,1,-4.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/1,4.7,8,1,6.0,8,1,2.5,8,1,10.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/2,5.1,8,1,9.8,8,1,0.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/3,2.7,8,1,7.1,8,1,-2.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/4,3.8,8,1,8.5,8,1,-1.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/5,5.1,8,1,10.1,8,1,0.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/6,3.6,8,1,10.4,8,1,-0.5,8,1,6.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/7,1.9,8,1,6.2,8,1,-2.0,8,1,6.0,8,1,3,8,1,3,8,1,,0,1,,0,1
2010/4/8,1.6,8,1,7.8,8,1,-5.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/9,3.8,8,1,7.5,8,1,0.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/10,5.7,8,1,9.7,8,1,1.0,8,1,5.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/11,5.8,8,1,10.3,8,1,-0.9,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/12,3.4,8,1,8.3,8,1,-2.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/13,5.2,8,1,8.4,8,1,2.4,8,1,27.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/14,1.9,8,1,5.9,8,1,-0.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/15,1.8,8,1,6.1,8,1,-2.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/16,4.0,8,1,9.6,8,1,-1.8,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/17,2.9,8,1,8.3,8,1,-2.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/18,3.3,8,1,9.3,8,1,-1.0,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/19,3.9,8,1,10.1,8,1,-2.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/20,3.9,8,1,5.2,8,1,2.7,8,1,19.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/21,4.7,8,1,7.1,8,1,2.9,8,1,2.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/22,4.1,8,1,9.3,8,1,1.9,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/23,2.7,8,1,4.6,8,1,1.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/24,3.5,8,1,8.5,8,1,-1.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/25,5.6,8,1,13.3,8,1,-2.3,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/26,4.8,8,1,10.4,8,1,-0.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/27,4.9,8,1,11.1,8,1,-4.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/28,5.6,8,1,7.5,8,1,4.5,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/29,7.5,8,1,10.7,8,1,5.7,8,1,12.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/4/30,8.2,8,1,11.9,8,1,6.0,8,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/1,9.5,8,1,14.5,8,1,4.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/2,10.0,8,1,15.8,8,1,4.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/3,11.0,8,1,17.0,8,1,4.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/4,13.0,8,1,20.8,8,1,6.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/5,11.4,8,1,18.6,8,1,2.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/6,10.5,8,1,14.1,8,1,7.1,8,1,6.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/7,10.3,8,1,12.2,8,1,7.8,8,1,57.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/8,8.3,8,1,11.2,8,1,6.4,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/9,8.6,8,1,13.3,8,1,5.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/10,8.2,8,1,13.9,8,1,3.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/11,6.5,8,1,8.4,8,1,3.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/12,6.8,8,1,9.3,5,1,5.3,5,1,21.0,5,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/13,7.4,8,1,10.5,8,1,4.4,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/14,7.3,8,1,12.4,8,1,3.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/15,7.9,8,1,16.0,8,1,0.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/16,10.0,8,1,15.4,8,1,6.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/17,11.8,8,1,17.1,8,1,5.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/18,12.3,8,1,20.9,8,1,7.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/19,12.1,8,1,18.1,8,1,6.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/20,13.0,8,1,16.3,5,1,9.5,5,1,33.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/21,11.5,8,1,18.0,8,1,9.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/22,11.4,8,1,20.3,8,1,8.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/23,11.4,8,1,17.2,8,1,7.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/24,13.5,8,1,17.6,8,1,11.3,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/25,12.8,8,1,15.9,5,1,10.2,5,1,7.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/26,13.5,8,1,18.9,8,1,9.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/27,9.2,8,1,13.2,8,1,5.8,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/28,9.1,8,1,12.9,8,1,5.9,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/29,11.1,8,1,19.6,8,1,4.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/30,10.7,8,1,19.9,8,1,1.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/5/31,8.3,8,1,12.7,8,1,3.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/1,10.2,8,1,16.3,8,1,3.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/2,10.6,8,1,17.2,8,1,6.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/3,10.8,8,1,14.1,5,1,8.9,5,1,2.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/4,11.7,8,1,15.2,8,1,9.7,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/5,12.4,8,1,18.0,8,1,8.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/6,10.7,8,1,14.2,8,1,7.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/7,15.7,8,1,23.8,8,1,8.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/8,13.0,8,1,19.7,5,1,8.9,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/9,13.0,8,1,17.6,8,1,8.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/10,16.3,8,1,22.6,8,1,12.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/11,15.7,8,1,20.5,8,1,11.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/12,15.4,8,1,22.3,8,1,9.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/13,16.4,8,1,21.0,8,1,10.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/14,16.1,8,1,22.1,5,1,13.8,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/15,15.7,8,1,18.0,8,1,13.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/16,16.1,8,1,17.9,8,1,13.9,8,1,32.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/17,17.3,8,1,20.5,8,1,15.4,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/18,18.5,8,1,23.5,5,1,14.9,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/19,18.1,8,1,24.3,8,1,13.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/20,15.6,8,1,17.6,8,1,14.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/21,17.4,8,1,20.3,8,1,15.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/22,18.9,8,1,24.5,8,1,15.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/23,16.8,8,1,18.5,8,1,14.9,8,1,9.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/24,15.9,8,1,19.1,8,1,13.9,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/25,19.1,8,1,26.7,8,1,12.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/26,23.2,8,1,31.4,8,1,15.1,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/27,23.1,8,1,29.6,8,1,17.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/28,21.2,8,1,26.6,5,1,16.4,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/29,20.9,8,1,27.5,8,1,15.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/6/30,19.5,8,1,23.0,8,1,17.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/1,20.3,8,1,24.9,8,1,17.6,8,1,1.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/2,19.9,8,1,23.2,8,1,17.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/3,19.9,8,1,23.5,8,1,18.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/4,22.4,8,1,29.4,8,1,18.2,8,1,0.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/5,22.0,8,1,26.0,8,1,19.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/6,20.7,8,1,24.8,8,1,18.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/7,20.0,8,1,26.6,8,1,16.7,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/8,18.1,8,1,20.0,8,1,17.2,8,1,3.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/9,20.1,8,1,25.6,8,1,17.2,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/10,20.5,8,1,22.3,5,1,19.2,5,1,1.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/11,20.6,8,1,24.9,8,1,17.9,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/12,17.3,8,1,18.9,8,1,13.3,8,1,38.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/13,18.3,8,1,24.8,8,1,13.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/14,17.9,5,1,21.7,5,1,14.5,5,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/15,18.8,8,1,22.5,8,1,16.6,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/16,18.7,8,1,23.1,8,1,16.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/17,19.4,8,1,24.1,8,1,16.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/18,19.8,8,1,21.5,8,1,18.1,8,1,4.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/19,22.7,8,1,26.2,8,1,19.8,8,1,2.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/20,23.1,8,1,27.5,8,1,20.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/21,21.0,8,1,26.4,8,1,16.8,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/22,17.9,8,1,19.6,8,1,16.7,8,1,3.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/23,22.1,8,1,27.7,8,1,19.0,8,1,6.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/24,19.8,8,1,21.5,8,1,18.8,8,1,17.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/25,19.5,8,1,24.7,8,1,16.9,8,1,8.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/26,18.1,8,1,20.5,8,1,16.5,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/27,20.8,8,1,23.7,8,1,18.6,8,1,12.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/28,22.1,8,1,25.6,8,1,20.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/29,21.0,8,1,22.7,8,1,19.7,8,1,42.5,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/30,20.5,8,1,22.7,8,1,19.3,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/7/31,21.6,8,1,25.7,8,1,19.0,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/8/1,21.5,8,1,24.3,8,1,19.8,8,1,4.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/8/2,20.5,8,1,25.3,8,1,16.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
2010/8/3,20.6,8,1,26.2,8,1,14.4,8,1,0.0,8,1,0,8,1,0,8,1,,0,1,,0,1
